Date ,South Platte Above Cheesman (cfs),South Platte Above Cheesman (AF),South Platte Below Cheesman Downstream (cfs) ,South Platte Below Cheesman Downstream (AF) ,"Temperature, CS, Low","Temperature, CS, high",Roberts Tunnel (cfs),Roberts Tunnel (AF),"Temp, H, SS","Temp, L, SS"
7/29/2020,350,694.225,127,251.9045,51,85,260.3,516.30505,90,50
7/30/2020,365,723.9775,153,303.4755,52,78,302.1791667,599.3723771,77,52
7/31/2020,356,706.126,184,364.964,49,83,312.2333333,619.3148166,84,52
8/1/2020,357,708.1095,204,404.634,52,84,321.4958333,637.6869854,86,55
8/2/2020,390,773.565,205,406.6175,54,83,309.6208333,614.1329229,83,54
8/3/2020,393,779.5155,261,517.6935,55,86,349.6,693.4316,86,58
8/4/2020,382,757.697,300,595.05,55,88,361.9104167,717.8493115,85,59
8/5/2020,371,735.8785,330,654.555,57,87,361.6333333,717.2997166,84,59
8/6/2020,366,725.961,353,700.1755,51,83,361.3166667,716.6716084,85,56
8/7/2020,366,725.961,355,704.1425,53,91,360.7625,715.5724188,92,50
8/8/2020,364,721.994,355,704.1425,50,85,360.6833333,715.4153916,90,51
8/9/2020,365,723.9775,355,704.1425,51,89,361.1583333,716.3575541,93,48
8/10/2020,365,723.9775,354,702.159,52,87,346.75,687.778625,87,48
8/11/2020,363,720.0105,370,733.895,50,89,304.7916667,604.5542709,93,54
8/12/2020,357,708.1095,397,787.4495,48,88,265.6041667,526.8258646,89,50
8/13/2020,355,704.1425,397,787.4495,50,93,230.4145833,457.027326,93,53
8/14/2020,356,706.126,430,852.905,54,91,191.1083333,379.0633791,90,48
8/15/2020,356,706.126,458,908.443,54,90,154.4145833,306.281326,89,49
8/16/2020,354,702.159,492,975.882,54,90,112.7847917,223.7086343,91,57
8/17/2020,351,696.2085,538,1067.123,53,90,74.93125,148.6261344,92,60
8/18/2020,341,676.3735,588,1166.298,54,92,51.48271667,102.1159685,94,52
8/19/2020,214,424.469,644,1277.374,56,91,68.21395833,135.3023863,91,62
8/20/2020,136,269.756,663,1315.0605,53,88,49.51914583,98.22122575,91,52
8/21/2020,124,245.954,662,1313.077,53,87,8.892,17.637282,89,58
8/22/2020,122,241.987,661,1311.0935,52,91,8.257479167,16.37870993,91,56
8/23/2020,121,240.0035,659,1307.1265,54,89,7.841458333,15.5535326,93,54
8/24/2020,123,243.9705,658,1305.143,59,89,7.963375,15.79535431,90,57
8/25/2020,126,249.921,635,1259.5225,53,91,9.01075,17.87282263,92,62
8/26/2020,101,200.3335,606,1202.001,52,87,6.9789375,13.84272253,89,58
8/27/2020,97,192.3995,582,1154.397,53,86,4.2263125,8.382890844,91,57
8/28/2020,96.6,191.6061,536,1063.156,52,73,2.1766875,4.317459656,91,50
8/29/2020,100,198.35,487,965.9645,49,73,2.2135,4.39047725,75,50
8/30/2020,99.2,196.7632,451,894.5585,43,82,2.2135,4.39047725,86,40
8/31/2020,80.7,160.06845,470,932.245,45,79,2.2135,4.39047725,72,41
9/1/2020,77.1,152.92785,501,993.7335,44,77,5.85675,11.61686363,78,46
9/2/2020,74.6,147.9691,501,993.7335,47,87,9.47625,18.79614188,88,48
9/3/2020,72.7,144.20045,501,993.7335,49,85,5.833,11.5697555,84,47
9/4/2020,70.6,140.0351,550,1090.925,50,88,5.844479167,11.59252443,86,52
9/5/2020,65.6,130.1176,591,1172.2485,50,91,9.47625,18.79614188,96,54
9/6/2020,66.6,132.1011,589,1168.2815,51,91,9.4525,18.74903375,92,50
9/7/2020,65.7,130.31595,564,1118.694,33,87,5.68575,11.27768513,88,33
9/8/2020,66.8,132.4978,450,892.575,28,34,1.968083333,3.903693291,34,29
9/9/2020,72.6,144.0021,321,636.7035,29,39,2.090791667,4.147085271,36,29
9/10/2020,71.6,142.0186,287,569.2645,34,53,1.9558125,3.879354094,49,33
9/11/2020,73.4,145.5889,285,565.2975,40,67,1.919,3.8063365,67,36
9/12/2020,74.9,148.56415,345,684.3075,40,76,1.919,3.8063365,77,36
9/13/2020,76.5,151.73775,433,858.8555,42,80,1.919,3.8063365,81,46
9/14/2020,75,148.7625,507,1005.6345,45,83,5.68575,11.27768513,84,50
9/15/2020,73,144.7955,559,1108.7765,42,81,9.4525,18.74903375,82,41
9/16/2020,72.5,143.80375,604,1198.034,44,73,9.4525,18.74903375,71,39
9/17/2020,72.6,144.0021,637,1263.4895,44,80,8.52625,16.91181688,82,43
9/18/2020,71.9,142.61365,603,1196.0505,47,80,7.7425,15.35724875,83,50
9/19/2020,72.5,143.80375,583,1156.3805,50,81,7.885,15.6398975,85,47
9/20/2020,71.4,141.6219,581,1152.4135,44,80,7.885,15.6398975,82,43
9/21/2020,69.9,138.64665,579,1148.4465,46,83,4.769,9.4593115,83,49
9/22/2020,71.3,141.42355,577,1144.4795,46,78,1.653,3.2787255,81,47
9/23/2020,72.5,143.80375,576,1142.496,43,77,1.653,3.2787255,79,48
9/24/2020,70.9,140.63015,573,1136.5455,43,85,1.653,3.2787255,85,48
9/25/2020,70.7,140.23345,570,1130.595,48,85,1.675166667,3.322693084,83,47
9/26/2020,70.2,139.2417,568,1126.628,44,83,1.653,3.2787255,86,41
9/27/2020,70.3,139.44005,522,1035.387,33,55,1.653,3.2787255,53,33
9/28/2020,69.7,138.24995,518,1027.453,32,59,5.55275,11.01387963,57,32
9/29/2020,69.9,138.64665,509,1009.6015,32,79,9.4525,18.74903375,77,37
9/30/2020,69.9,138.64665,483,958.0305,35,72,9.4525,18.74903375,70,31
10/1/2020,69.4,137.6549,482,956.047,40,68,9.47625,18.79614188,64,30
10/2/2020,66.9,132.69615,482,956.047,34,73,9.47625,18.79614188,69,33
10/3/2020,71.2,141.2252,480,952.08,36,66,9.4525,18.74903375,64,34
10/4/2020,70,138.845,479,950.0965,38,81,9.4525,18.74903375,81,36
10/5/2020,69.1,137.05985,478,948.113,40,78,9.47625,18.79614188,79,37
10/6/2020,69,136.8615,446,884.641,38,84,7.118270833,14.1190902,83,43
10/7/2020,69.0556,136.9717826,426,844.971,39,84,4.076054167,8.08485344,79,37
10/8/2020,69.1112,137.0820652,425,842.9875,41,81,3.878533333,7.693070866,80,45
10/9/2020,69.1668,137.1923478,423,839.0205,40,79,26.60395833,52.76895135,82,41
10/10/2020,69.2224,137.3026304,365,723.9775,40,79,130.7279167,259.2988228,83,38
10/11/2020,69.278,137.412913,252,499.842,38,71,232.7104167,461.5811115,75,31
10/12/2020,69.3336,137.5231956,137,271.7395,38,73,280.9625,557.2891188,75,31
10/13/2020,69.3892,137.6334782,62,122.977,47,77,277.2416667,549.9088459,76,33
10/14/2020,69.4448,137.7437608,49.6,98.3816,36,81,288.7604167,572.7562865,83,36
10/15/2020,69.5004,137.8540434,49.6,98.3816,26,53,333.4104167,661.3195615,51,25
10/16/2020,69.556,137.964326,49.6,98.3816,27,73,324.3458333,643.3399604,67,29
10/17/2020,69.6116,138.0746086,49.6,98.3816,35,74,289.4333333,574.0910166,74,34
10/18/2020,69.6672,138.1848912,49.6,98.3816,34,65,304.6729167,604.3187303,51,31
10/19/2020,69.7228,138.2951738,49.6,98.3816,42,74,261.9625,519.6026188,69,34
10/20/2020,69.7784,138.4054564,49.6,98.3816,40,75,177.5708333,352.2117479,68,36
10/21/2020,69.834,138.515739,56.1,111.27435,42,77,164.46875,326.2237656,80,34
10/22/2020,69.8896,138.6260216,59.5,118.01825,20,59,137.9875,273.6982063,38,21
10/23/2020,69.9452,138.7363042,59.5,118.01825,20,34,145.5875,288.7728063,31,21
10/24/2020,70.0008,138.8465868,71.6,142.0186,14,74,130.9020833,259.6442822,61,15
10/25/2020,70.0564,138.9568694,79.9,158.48165,3,74,113.8416667,225.8049459,15,7
10/26/2020,70.112,139.067152,79.9,158.48165,1,17,68.55833333,135.9854542,14,5
10/27/2020,70.1676,139.1774346,79.9,158.48165,-1,42,46.15416667,91.54678959,41,5
10/28/2020,70.2232,139.2877172,79.9,158.48165,17,49,87.08333333,172.7297917,51,21
10/29/2020,70.2788,139.3979998,79.9,158.48165,26,65,108.775,215.7552125,61,29
10/30/2020,70.3344,139.5082824,79.9,158.48165,27,64,109.4083333,217.0114291,65,26
10/31/2020,70.39,139.618565,79.9,158.48165,30,64,108.3395833,214.8915635,65,25
11/1/2020,68.94619865,136.754785,79.9,158.48165,29,74,113.6041667,225.3338646,72,34
11/2/2020,67.53201177,133.9497453,79.9,158.48165,34,74,103.1541667,204.6062896,73,35
11/3/2020,66.14683192,131.2022411,79.9,158.48165,32,74,98.95833333,196.2838542,69,36
11/4/2020,64.79006413,128.5110922,79.9,158.48165,32,70,104.8166667,207.9038584,71,35
11/5/2020,63.46112562,125.8751427,80.1,158.87835,33,74,108.8541667,215.9122396,73,37
11/6/2020,62.15944557,123.2932603,79.9,158.48165,46,68,110.55625,219.2883219,72,36
11/7/2020,60.88446487,120.7643361,80.1,158.87835,39,65,110.675,219.5238625,71,45
11/8/2020,59.63563589,118.2872838,80.6,159.8701,30,51,103.7875,205.8625063,55,24
11/9/2020,58.4124222,115.8610394,81.2,161.0602,23,51,76.31666667,151.3741083,35,13
11/10/2020,57.21429841,113.4845609,81.5,161.65525,16,45,89.14166667,176.8124958,47,10
11/11/2020,56.04074988,111.1568274,81.6,161.8536,17,48,123.4208333,244.8052229,47,10
11/12/2020,54.89127253,108.8768391,81.6,161.8536,23,47,123.5791667,245.1192771,42,16
11/13/2020,53.76537264,106.6436166,81.6,161.8536,32,55,123.5,244.96225,59,24
11/14/2020,52.6625666,104.4562009,81.6,161.8536,23,45,123.5,244.96225,46,14
11/15/2020,51.58238071,102.3136521,81.6,161.8536,34,55,119.9770833,237.9745447,58,27
11/16/2020,50.52435101,100.2150502,81.6,161.8536,29,65,115.1875,228.4744063,66,27
11/17/2020,49.48802304,98.1594937,80.5,159.67175,31,69,117.44375,232.9496781,70,28
11/18/2020,48.47295166,96.14609962,79.9,158.48165,51,67,117.1270833,232.3215697,70,33
11/19/2020,47.47870087,94.17400318,79.9,158.48165,31,66,110.5166667,219.2098084,50,23
11/20/2020,46.50484362,92.24235732,79.9,158.48165,29,55,110.6354167,219.445349,49,23
11/21/2020,45.55096159,90.35033231,79.9,158.48165,19,57,113.4854167,225.098324,45,14
11/22/2020,44.61664507,88.4971155,79.9,158.48165,19,54,111.15,220.466025,44,15
11/23/2020,43.70149275,86.68191087,80,158.68,27,59,110.2791667,218.7387271,64,28
11/24/2020,42.80511153,84.90393872,80.8,160.2668,12,31,102.8770833,204.0566947,32,19
11/25/2020,41.92711639,83.16243536,81.6,161.8536,13,50,102.2833333,202.8789916,41,17
11/26/2020,41.06713021,81.45665277,81.6,161.8536,19,45,95.55416667,189.5316896,45,16
11/27/2020,40.2247836,79.78585827,69.4,137.6549,15,44,73.74375,146.2707281,42,19
11/28/2020,39.39971474,78.14933419,60.9,120.79515,15,52,51.97291667,103.0882802,46,15
11/29/2020,38.59156925,76.54637761,61,120.9935,14,39,48.80625,96.80719688,0,0
11/30/2020,37.8,74.9763,61,120.9935,16,55,51.0625,101.2824688,50,16
12/1/2020,36.812,73.016602,61,120.9935,9,34,76.63333333,152.0022167,37,12
12/2/2020,35.824,71.056904,61,120.9935,4,25,50.23125,99.63368438,27,9
12/3/2020,34.836,69.097206,65,128.9275,7,43,112.93125,223.9991344,38,9
12/4/2020,33.848,67.137508,68.6,136.0681,14,53,116.2166667,230.5157584,47,19
12/5/2020,32.86,65.17781,68.6,136.0681,16,51,100.6604167,199.6599365,45,20
12/6/2020,31.872,63.218112,68.6,136.0681,16,56,84.86666667,168.3330333,51,21
12/7/2020,30.884,61.258414,62.3,123.57205,17,57,64.56041667,128.0555865,53,21
12/8/2020,29.896,59.298716,51.8,102.7453,16,64,53.87291667,106.8569302,55,22
12/9/2020,28.908,57.339018,46.7,92.62945,17,61,33.9625,67.36461875,54,20
12/10/2020,27.92,55.37932,46.3,91.83605,21,37,35.50625,70.42664688,39,18
12/11/2020,26.932,53.419622,46.5,92.23275,7,37,54.50625,108.1131469,26,10
12/12/2020,25.944,51.459924,46.7,92.62945,6,32,67.37083333,133.6300479,25,9
12/13/2020,24.956,49.500226,51.8,102.7453,7,39,72.55625,143.9153219,32,10
12/14/2020,23.968,47.540528,58.1,115.24135,16,40,76.95,152.630325,35,18
12/15/2020,22.98,45.58083,58.1,115.24135,9,29,105.33125,208.9245344,28,10
12/16/2020,22.42705882,44.48407117,58.1,115.24135,12,43,130.4666667,258.7806334,41,12
12/17/2020,21.87411765,43.38731236,63.1,125.15885,14,45,118.4729167,234.9910303,48,16
12/18/2020,21.32117647,42.29055353,67.1,133.09285,12,32,123.5791667,245.1192771,32,13
12/19/2020,20.76823529,41.1937947,67.2,133.2912,11,47,119.1458333,236.3257604,35,9
12/20/2020,20.21529412,40.09703589,67.1,133.09285,33,53,80.43333333,159.5395167,44,16
12/21/2020,19.66235294,39.00027706,67.1,133.09285,27,53,58.50416667,116.0430146,58,21
12/22/2020,19.10941176,37.90351823,67.1,133.09285,16,54,56.44583333,111.9603104,60,19
12/23/2020,18.55647059,36.80675942,67.3,133.48955,8,25,60.72083333,120.4397729,25,8
12/24/2020,18.00352941,35.71000058,67.5,133.88625,10,50,73.22916667,145.2500521,50,15
12/25/2020,17.45058824,34.61324177,67.6,134.0846,17,54,70.85416667,140.5392396,50,23
12/26/2020,16.89764706,33.51648294,62,122.977,25,57,57.59375,114.2372031,51,22
12/27/2020,16.34470588,32.41972411,58.1,115.24135,18,41,49.91458333,99.00557604,43,19
12/28/2020,15.79176471,31.3229653,58,115.043,18,28,52.76458333,104.658551,29,21
12/29/2020,15.23882353,30.22620647,58.1,115.24135,1,39,51.22083333,101.5965229,31,7
12/30/2020,14.68588235,29.12944764,58.1,115.24135,2,40,57.11875,113.2950406,33,15
12/31/2020,14.13294118,28.03268883,58.1,115.24135,15,43,79.325,157.3411375,40,13
1/1/2021,13.58,26.93593,65.7,130.31595,8,37,138.8979167,275.5040178,36,15
1/2/2021,13.57483871,26.92569258,71.2,141.2252,9,44,93.1,184.66385,41,12
1/3/2021,13.56967742,26.91545516,70.9,140.63015,19,52,63.29375,125.5431531,53,16
1/4/2021,13.56451613,26.90521774,71,140.8285,21,51,60.8,120.5968,49,19
1/5/2021,13.55935484,26.89498033,71.2,141.2252,12,49,52.76458333,104.658551,53,16
1/6/2021,13.55419355,26.88474291,71.6,142.0186,11,46,59.375,117.7703125,42,18
1/7/2021,13.54903226,26.87450549,64.1,127.14235,13,43,87.55833333,173.6719542,40,11
1/8/2021,13.54387097,26.86426807,59.5,118.01825,12,43,110.8333333,219.8379166,41,10
1/9/2021,13.53870968,26.85403065,59.5,118.01825,10,27,93.3375,185.1349313,28,17
1/10/2021,13.53354839,26.84379323,59.5,118.01825,4,36,88.98333333,176.4984417,34,12
1/11/2021,13.5283871,26.83355581,59.5,118.01825,5,45,92.07083333,182.6224979,39,11
1/12/2021,13.52322581,26.82331839,59.6,118.2166,6,50,76.55416667,151.8451896,47,12
1/13/2021,13.51806452,26.81308098,59.5,118.01825,24,56,99.5125,197.3830438,60,22
1/14/2021,13.51290323,26.80284356,56,111.076,6,39,137.3541667,272.4419896,35,3
1/15/2021,13.50774194,26.79260614,51,101.1585,7,51,84.70833333,168.0189792,39,3
1/16/2021,13.50258065,26.78236872,51,101.1585,25,50,26.52083333,52.60407291,48,18
1/17/2021,13.49741935,26.77213128,51,101.1585,25,52,33.40833333,66.26542916,49,24
1/18/2021,13.49225806,26.76189386,51,101.1585,18,35,34.27916667,67.99272709,33,20
1/19/2021,13.48709677,26.75165644,51,101.1585,19,39,47.34166667,93.90219584,38,20
1/20/2021,13.48193548,26.74141902,51,101.1585,27,54,57.15833333,113.3735542,57,20
1/21/2021,13.47677419,26.73118161,51,101.1585,23,50,93.25833333,184.9779042,47,17
1/22/2021,13.4716129,26.72094419,57.9,114.84465,25,48,69.42916667,137.7127521,49,16
1/23/2021,13.46645161,26.71070677,65.6,130.1176,15,47,0.079166667,0.157027084,53,15
1/24/2021,13.46129032,26.70046935,66,130.911,15,41,0.2375,0.47108125,36,16
1/25/2021,13.45612903,26.69023193,66.7,132.29945,14,34,0.514583333,1.020676041,33,17
1/26/2021,13.45096774,26.67999451,67,132.8945,-1,24,0.989583333,1.962838541,23,7
1/27/2021,13.44580645,26.66975709,67.1,133.09285,2,39,32.93333333,65.32326666,42,7
1/28/2021,13.44064516,26.65951967,67.1,133.09285,29,53,48.48958333,96.17908854,55,8
1/29/2021,13.43548387,26.64928226,67.1,133.09285,26,54,62.7,124.36545,59,23
1/30/2021,13.43032258,26.63904484,67.1,133.09285,14,47,85.42083333,169.4322229,59,16
1/31/2021,13.42516129,26.62880742,67.1,133.09285,14,51,67.37083333,133.6300479,50,18
2/1/2021,13.42,26.61857,67.1,133.09285,20,48,98.28541667,194.949124,49,24
2/2/2021,13.70558627,27.18503037,67.1,133.09285,25,60,48.80625,96.80719688,61,25
2/3/2021,13.99725,27.76354538,67.1,133.09285,12,57,56.40625,111.8817969,62,15
2/4/2021,14.29512052,28.35437155,67.1,133.09285,13,36,86.33125,171.2380344,36,15
2/5/2021,14.59932992,28.9577709,67.1,133.09285,22,31,74.02083333,146.8203229,43,15
2/6/2021,14.91001309,29.57401096,67.1,133.09285,26,42,24.14583333,47.89326041,45,14
2/7/2021,15.2273078,30.20336502,67.1,133.09285,33,49,22.91875,45.45934063,55,9
2/8/2021,15.55135475,30.84611215,67.2,133.2912,38,50,31.66666667,62.81083334,54,10
2/9/2021,15.88229762,31.50253733,67.1,133.09285,21,55,22.60208333,44.83123229,32,11
2/10/2021,16.22028318,32.17293169,57.7,114.44795,20,51,40.05833333,79.45570416,38,10
2/11/2021,16.56546128,32.85759245,49.6,98.3816,8,55,47.69791667,94.60881771,34,4
2/12/2021,16.917985,33.55682325,44.4,88.0674,-1,30,52.25,103.637875,12,-1
2/13/2021,17.27801065,34.27093412,40.5,80.33175,-9,14,56.88125,112.8239594,3,-7
2/14/2021,17.64569788,35.00024174,40.7,80.72845,-10,6,73.46666667,145.7211333,2,-12
2/15/2021,18.02120973,35.7450695,40.7,80.72845,-6,35,88.825,176.1843875,34,-1
2/16/2021,18.40471271,36.50574766,40.5,80.33175,6,39,80.78958333,160.2461385,41,4
2/17/2021,18.79637689,37.28261356,40.7,80.72845,3,33,49.95416667,99.08408959,32,6
2/18/2021,19.19637593,38.07601166,40.9,81.12515,3,32,75.40625,149.5682969,29,6
2/19/2021,19.60488721,38.88629378,41,81.3235,16,45,106.2416667,210.7303459,48,6
2/20/2021,20.02209187,39.71381922,40.8,80.9268,14,50,76.07916667,150.9030271,56,10
2/21/2021,20.44817492,40.55895495,40.9,81.12515,12,42,66.93541667,132.766399,42,9
2/22/2021,20.8833253,41.42207573,41.1,81.52185,26,60,51.5375,102.2246313,60,18
2/23/2021,21.32773595,42.30356426,41.2,81.7202,16,60,39.10833333,77.57137916,63,14
2/24/2021,21.78160395,43.20381143,41.3,81.91855,10,40,39.58333333,78.51354166,37,8
2/25/2021,22.24513055,44.12321645,41.4,82.1169,10,42,53.4375,105.9932813,36,7
2/26/2021,22.7185213,45.062187,41.6,82.5136,14,44,69.78541667,138.419374,49,9
2/27/2021,23.20198611,46.02113945,41.7,82.71195,9,40,93.17916667,184.8208771,33,5
2/28/2021,23.69573936,47.00049902,41.7,82.71195,8,36,110.2,218.5817,35,6
3/1/2021,24.2,48.0007,41.7,82.71195,9,53,99.59166667,197.5400708,50,16
3/2/2021,26.0483871,51.66697581,41.1,81.52185,9,63,69.5875,138.0268063,60,23
3/3/2021,27.89677419,55.33325161,40.4,80.1334,18,60,97.1375,192.6722313,61,26
3/4/2021,29.74516129,58.99952742,40.4,80.1334,12,35,127.4583333,252.8136041,37,25
3/5/2021,31.59354839,62.66580323,40.4,80.1334,12,55,109.3291667,216.8544021,51,27
3/6/2021,33.44193548,66.33207902,40.4,80.1334,32,59,93.65416667,185.7630396,65,28
3/7/2021,35.29032258,69.99835484,40.4,80.1334,33,60,82.45208333,163.5437073,66,29
3/8/2021,37.13870968,73.66463065,40.4,80.1334,37,61,69.15208333,137.1631573,66,26
3/9/2021,38.98709677,77.33090644,40.4,80.1334,28,60,57.55416667,114.1586896,66,27
3/10/2021,40.83548387,80.99718226,40.4,80.1334,18,43,72.27916667,143.3657271,48,19
3/11/2021,42.68387097,84.66345807,40.4,80.1334,23,47,100.7791667,199.8954771,46,18
3/12/2021,44.53225806,88.32973386,40.4,80.1334,30,45,88.50833333,175.5562792,40,32
3/13/2021,46.38064516,91.99600967,40.4,80.1334,25,36,99.31458333,196.990476,35,28
3/14/2021,48.22903226,95.66228549,40.4,80.1334,10,29,79.00833333,156.7130292,29,11
3/15/2021,50.07741935,99.32856128,40.4,80.1334,13,50,57.98958333,115.0223385,45,11
3/16/2021,51.92580645,102.9948371,40.5,80.33175,19,33,62.77916667,124.5224771,35,17
3/17/2021,53.77419355,106.6611129,40.6,80.5301,12,42,66.69791667,132.2953177,42,19
3/18/2021,55.62258065,110.3273887,40.8,80.9268,12,54,78.29583333,155.2997854,51,18
3/19/2021,57.47096774,113.9936645,41,81.3235,24,62,85.85625,170.2958719,59,27
3/20/2021,59.31935484,117.6599403,41.4,82.1169,35,62,97.81041667,194.0069615,69,27
3/21/2021,61.16774194,121.3262161,41.6,82.5136,26,52,102.6,203.5071,43,28
3/22/2021,63.01612903,124.9924919,41.7,82.71195,24,41,88.99125,176.5141444,38,24
3/23/2021,64.86451613,128.6587677,41.7,82.71195,23,37,59.149375,117.3227853,38,25
3/24/2021,66.71290323,132.3250436,41.7,82.71195,21,38,60.14291667,119.2934752,42,19
3/25/2021,68.56129032,135.9913193,41.7,82.71195,22,46,60.04,119.08934,49,24
3/26/2021,70.40967742,139.6575952,41.1,81.52185,23,46,60.09145833,119.1914076,46,19
3/27/2021,72.25806452,143.323871,40.6,80.5301,24,48,50.59145833,100.3481576,49,20
3/28/2021,74.10645161,146.9901468,40.5,80.33175,27,62,37.869375,75.11390531,64,25
3/29/2021,75.95483871,150.6564226,40.4,80.1334,22,64,40.719375,80.76688031,69,24
3/30/2021,77.80322581,154.3226984,40.9,81.12515,17,33,53.64729167,106.409403,37,14
3/31/2021,79.6516129,157.9889742,41,81.3235,20,54,51.68395833,102.5151313,54,14
4/1/2021,81.5,161.65525,41.1,81.52185,26,68,59.33541667,117.691799,69,29
4/2/2021,88.5,175.53975,41.5,82.31525,30,71,58.615,116.2628525,72,32
4/3/2021,91.1,180.69685,41.7,82.71195,31,73,60.09145833,119.1914076,76,37
4/4/2021,98.3,194.97805,41.7,82.71195,33,71,60.04,119.08934,77,40
4/5/2021,112,222.152,41.7,82.71195,31,74,60.04,119.08934,77,27
4/6/2021,125,247.9375,41.7,82.71195,26,61,60.04,119.08934,55,28
4/7/2021,129,255.8715,42.2,83.7037,28,59,30.07145833,59.6467376,58,28
4/8/2021,126,249.921,42.8,84.8938,30,67,0.098404167,0.195184665,67,27
4/9/2021,121,240.0035,42.9,85.09215,26,51,0.098404167,0.195184665,50,24
4/10/2021,117,232.0695,43,85.2905,32,65,0,0,67,25
4/11/2021,112,222.152,43,85.2905,23,61,0.0475,0.09421625,52,21
4/12/2021,110,218.185,43.7,86.67895,25,46,0.0475,0.09421625,44,21
4/13/2021,113,224.1355,44.2,87.6707,28,50,0,0,45,30
4/14/2021,116,230.086,44.3,87.86905,28,42,0,0,43,28
4/15/2021,110,218.185,44.4,88.0674,23,49,0,0,39,25
4/16/2021,110,218.185,44.6,88.4641,24,31,0,0,34,25
4/17/2021,104,206.284,44.8,88.8608,18,34,0,0,39,21
4/18/2021,101,200.3335,44.8,88.8608,20,52,0,0,53,21
4/19/2021,97.1,192.59785,44.8,88.8608,6,46,0,0,37,6
4/20/2021,101,200.3335,44.9,89.05915,6,46,0,0,33,7
4/21/2021,100,198.35,44.6,88.4641,23,36,0,0,32,17
4/22/2021,101,200.3335,44.3,87.86905,32,58,0,0,49,18
4/23/2021,98.8,195.9698,44.3,87.86905,28,53,0,0,56,29
4/24/2021,98.3,194.97805,44.3,87.86905,29,65,0,0,64,28
4/25/2021,102,202.317,44.3,87.86905,47,73,0,0,78,30
4/26/2021,101,200.3335,44.3,87.86905,37,71,0.0475,0.09421625,76,31
4/27/2021,102,202.317,44.3,87.86905,33,57,0.0475,0.09421625,57,31
4/28/2021,108,214.218,44.3,87.86905,29,51,0,0,56,31
4/29/2021,109,216.2015,44,87.274,32,69,0,0,68,36
4/30/2021,106,210.251,43.3,85.88555,40,77,0,0,78,41
5/1/2021,104,206.284,43,85.2905,41,78,0,0,83,38
5/2/2021,107,212.2345,43,85.2905,33,69,0,0,65,32
5/3/2021,130,257.855,43,85.2905,33,41,0,0,40,32
5/4/2021,132,261.822,42.7,84.69545,34,57,0,0,58,37
5/5/2021,133,263.8055,41.6,82.5136,33,63,0,0,57,29
5/6/2021,130,257.855,41.5,82.31525,37,73,0,0,70,29
5/7/2021,128,253.888,41.4,82.1169,43,77,0,0,80,38
5/8/2021,123,243.9705,41.4,82.1169,33,70,0,0,75,33
5/9/2021,121,240.0035,41.7,82.71195,33,41,0,0,42,32
5/10/2021,121,240.0035,41.7,82.71195,31,46,0,0,44,31
5/11/2021,126,249.921,41.7,82.71195,27,41,0,0,42,31
5/12/2021,133,263.8055,41.7,82.71195,31,59,0,0,61,34
5/13/2021,133,263.8055,41.7,82.71195,36,72,0,0,72,36
5/14/2021,129,255.8715,40.9,81.12515,41,68,0,0,66,41
5/15/2021,123,243.9705,40.4,80.1334,42,71,0,0,65,40
5/16/2021,121,240.0035,40.4,80.1334,44,62,0,0,60,42
5/17/2021,117,232.0695,40.5,80.33175,41,60,0,0,63,42
5/18/2021,142,281.657,44.1,87.47235,37,55,0,0,58,41
5/19/2021,167,331.2445,46.3,91.83605,40,69,0,0,71,40
5/20/2021,162,321.327,46.3,91.83605,49,74,0,0,81,41
5/21/2021,156,309.426,46.4,92.0344,46,72,0,0,81,41
5/22/2021,152,301.492,46.5,92.23275,46,71,0,0,64,41
5/23/2021,177,351.0795,46.8,92.8278,33,65,0,0,72,33
5/24/2021,198,392.733,46.9,93.02615,34,72,0,0,71,38
5/25/2021,209,414.5515,46.9,93.02615,43,74,0,0,73,44
5/26/2021,186,368.931,46.9,93.02615,42,76,0,0,76,39
5/27/2021,171,339.1785,46.9,93.02615,43,73,0,0,73,41
5/28/2021,197,390.7495,46.9,93.02615,43,77,0,0,78,44
5/29/2021,183,362.9805,46.9,93.02615,48,76,0,0,72,46
5/30/2021,184,364.964,46.9,93.02615,39,62,0,0,57,40
5/31/2021,194,384.799,46.9,93.02615,39,54,0,0,56,39
6/1/2021,210,416.535,46.9,93.02615,38,62,0,0,65,41
6/2/2021,223,442.3205,46.9,93.02615,41,72,0,0,73,44
6/3/2021,216,428.436,46.9,93.02615,48,79,0,0,79,51
6/4/2021,203,402.6505,46.9,93.02615,51,84,0,0,84,52
6/5/2021,199,394.7165,47.1,93.42285,50,89,0,0,89,56
6/6/2021,210,416.535,84.1,166.81235,50,80,0,0,80,50
6/7/2021,228,452.238,114,226.119,48,84,0,0,88,52
6/8/2021,268,531.578,114,226.119,46,86,0,0,92,44
6/9/2021,269,533.5615,143,283.6405,53,87,0,0,86,45
6/10/2021,255,505.7925,213,422.4855,57,88,0,0,93,43
6/11/2021,247,489.9245,245,485.9575,49,78,0,0,77,44
6/12/2021,238,472.073,245,485.9575,61,91,0,0,86,52
6/13/2021,237,470.0895,220,436.37,54,89,0,0,87,54
6/14/2021,233,462.1555,203,402.6505,56,94,0,0,94,60
6/15/2021,210,416.535,203,402.6505,57,95,0,0,96,59
6/16/2021,205,406.6175,203,402.6505,58,92,0,0,94,59
6/17/2021,197,390.7495,203,402.6505,57,93,0,0,93,55
