Date ,Conduit 20 Diversion (cfs),Conduit 20 from River (cfs),Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (flow from Chatfield) ,Conduit 20 Total with Chatfield flow (AF),"Temp, H","Temp, L"
6/1/2012,28.8,15,43.8,20,63.8,73,47
6/2/2012,28.8,15,43.8,20,63.8,81,52
6/3/2012,30.6,15,45.6,20,65.6,75,51
6/4/2012,27.94,15,42.94,20,62.94,88,57
6/5/2012,28.65,15,43.65,20,63.65,89,60
6/6/2012,28.1,15,43.1,20,63.1,83,61
6/7/2012,30.91,15,45.91,20,65.91,81,51
6/8/2012,96.27,15,111.27,20,131.27,77,57
6/9/2012,121.86,15,136.86,20,156.86,90,60
6/10/2012,80.16,15,95.16,20,115.16,94,52
6/11/2012,71.92,15,86.92,20,106.92,73,46
6/12/2012,39.13,15,54.13,20,74.13,76,48
6/13/2012,33.13,15,48.13,20,68.13,84,50
6/14/2012,32.12,15,47.12,20,67.12,89,55
6/15/2012,34.18,15,49.18,20,69.18,83,58
6/16/2012,32.65,15,47.65,20,67.65,82,60
6/17/2012,32.44,15,47.44,20,67.44,79,59
6/18/2012,33.48,15,48.48,20,68.48,93,63
6/19/2012,33,15,48,20,68,98,61
6/20/2012,33.22,15,48.22,20,68.22,93,56
6/21/2012,33.49,15,48.49,20,68.49,83,56
6/22/2012,32.63,15,47.63,20,67.63,84,58
6/23/2012,33.79,15,48.79,20,68.79,98,61
6/24/2012,32.87,15,47.87,20,67.87,99,62
6/25/2012,33.84,15,48.84,20,68.84,97,63
6/26/2012,33.1,15,48.1,20,68.1,100,63
6/27/2012,33.1,15,48.1,20,68.1,99,66
6/28/2012,31.76,15,46.76,19,65.76,94,62
6/29/2012,94.82,15,109.82,19,128.82,91,63
6/30/2012,94.82,15,109.82,19,128.82,94,63
7/1/2012,127.46,15,142.46,19,161.46,91,64
7/2/2012,130.79,15,145.79,19,164.79,96,65
7/3/2012,130.59,15,145.59,19,164.59,93,65
7/4/2012,138.48,15,153.48,19,172.48,92,60
7/5/2012,162.21,15,177.21,19,196.21,92,64
7/6/2012,146.51,14,160.51,19,179.51,95,61
7/7/2012,139.93,16,155.93,19,174.93,85,61
7/8/2012,144.76,15,159.76,19,178.76,78,62
7/9/2012,140.14,15,155.14,19,174.14,74,62
7/10/2012,140.23,15,155.23,19,174.23,78,59
7/11/2012,140.1,15,155.1,19,174.1,82,58
7/12/2012,139.44,15,154.44,19,173.44,86,58
7/13/2012,99.03,15,114.03,18,132.03,89,61
7/14/2012,93.74,15,108.74,19,127.74,92,63
7/15/2012,125.48,15,140.48,19,159.48,94,65
7/16/2012,98.68,15,113.68,19,132.68,94,59
7/17/2012,95.84,11,106.84,19,125.84,91,59
7/18/2012,88.66,15,103.66,19,122.66,87,59
7/19/2012,110.26,12,122.26,19,141.26,93,63
7/20/2012,111.5,15,126.5,19,145.5,95,63
7/21/2012,111.9,15,126.9,19,145.9,97,63
7/22/2012,114.65,17,131.65,19,150.65,97,63
7/23/2012,111.23,15,126.23,19,145.23,92,62
7/24/2012,112.65,15,127.65,19,146.65,94,62
7/25/2012,113.67,16,129.67,19,148.67,92,64
7/26/2012,113.05,9,122.05,19,141.05,84,59
7/27/2012,124.04,15,139.04,19,158.04,89,60
7/28/2012,130.06,15,145.06,0,145.06,90,62
7/29/2012,102.18,15,117.18,0,117.18,87,65
7/30/2012,129.5,12,141.5,0,141.5,90,62
7/31/2012,85.55,15,100.55,0,100.55,85,64
8/1/2012,100.98,15,115.98,0,115.98,91,65
8/2/2012,102.73,15,117.73,0,117.73,91,61
8/3/2012,99.62,15,114.62,0,114.62,91,60
8/4/2012,98.97,15,113.97,0,113.97,94,57
8/5/2012,100.43,15,115.43,0,115.43,81,57
8/6/2012,100.42,15,115.42,0,115.42,92,63
8/7/2012,99.37,13,112.37,0,112.37,93,66
8/8/2012,129.32,13,142.32,0,142.32,90,57
8/9/2012,132.72,13,145.72,0,145.72,92,56
8/10/2012,131.4,13,144.4,0,144.4,89,56
8/11/2012,133.04,13,146.04,0,146.04,89,64
8/12/2012,129.77,15,144.77,0,144.77,85,55
8/13/2012,129.84,15,144.84,0,144.84,83,57
8/14/2012,132.75,15,147.75,0,147.75,76,55
8/15/2012,130.97,15,145.97,0,145.97,92,55
8/16/2012,107.8,16,123.8,0,123.8,91,53
8/17/2012,98.19,15,113.19,0,113.19,76,50
8/18/2012,101.59,15,116.59,0,116.59,81,52
8/19/2012,99.64,15,114.64,0,114.64,78,53
8/20/2012,97.46,15,112.46,0,112.46,81,55
8/21/2012,99.74,15,114.74,0,114.74,80,53
8/22/2012,127.49,15,142.49,0,142.49,86,53
8/23/2012,101.54,15,116.54,0,116.54,85,61
8/24/2012,98.29,15,113.29,0,113.29,78,59
8/25/2012,101.21,15,116.21,0,116.21,84,55
8/26/2012,98.93,15,113.93,0,113.93,79,56
8/27/2012,97.98,15,112.98,0,112.98,90,59
8/28/2012,98.37,15,113.37,0,113.37,94,61
8/29/2012,62.39,15,77.39,0,77.39,91,62
8/30/2012,54.61,15,69.61,0,69.61,93,62
8/31/2012,56.16,15,71.16,0,71.16,93,54
9/1/2012,54.48,15,69.48,0,69.48,91,56
9/2/2012,57.26,15,72.26,0,72.26,93,60
9/3/2012,49.06,15,64.06,0,64.06,88,59
9/4/2012,39.26,15,54.26,0,54.26,87,58
9/5/2012,21.41,15,36.41,0,36.41,89,58
9/6/2012,0,15,15,0,15,85,54
9/7/2012,0,15,15,0,15,88,53
9/8/2012,0,15,15,0,15,71,46
9/9/2012,0,15,15,0,15,77,46
9/10/2012,0,15,15,0,15,87,46
9/11/2012,0,15,15,0,15,90,58
9/12/2012,0,15,15,0,15,85,50
9/13/2012,0,15,15,0,15,58,50
9/14/2012,0,15,15,0,15,68,43
9/15/2012,0,15,15,0,15,75,44
9/16/2012,0,15,15,0,15,85,48
9/17/2012,0,15,15,0,15,85,52
9/18/2012,0,15,15,0,15,64,44
9/19/2012,0,15,15,0,15,76,44
9/20/2012,0,15,15,0,15,79,49
9/21/2012,0,15,15,0,15,79,50
9/22/2012,0,15,15,0,15,76,44
9/23/2012,0,15,15,0,15,75,45
9/24/2012,0,15,15,0,15,85,48
9/25/2012,0,15,15,0,15,77,47
9/26/2012,0,8,8,0,8,65,47
9/27/2012,0,13,13,0,13,65,48
9/28/2012,0,15,15,0,15,63,45
9/29/2012,0,15,15,0,15,70,45
9/30/2012,0,15,15,0,15,75,46
10/1/2012,0,15,15,0,15,72,52
10/2/2012,0,15,15,0,15,66,44
10/3/2012,0,15,15,0,15,82,48
10/4/2012,7.86,15,22.86,0,22.86,81,36
10/5/2012,37.69,15,52.69,0,52.69,48,30
10/6/2012,37.01,15,52.01,0,52.01,48,30
10/7/2012,37.01,15,52.01,0,52.01,38,29
10/8/2012,35.76,15,50.76,0,50.76,53,29
10/9/2012,35.91,15,50.91,0,50.91,71,32
10/10/2012,36.51,15,51.51,0,51.51,50,33
10/11/2012,38.79,15,53.79,0,53.79,63,33
10/12/2012,36.36,15,51.36,0,51.36,65,37
10/13/2012,34.5,15,49.5,0,49.5,65,37
10/14/2012,37.83,15,52.83,0,52.83,57,39
10/15/2012,38.85,15,53.85,0,53.85,68,39
10/16/2012,36.22,15,51.22,0,51.22,77,39
10/17/2012,35.72,15,50.72,0,50.72,78,41
10/18/2012,36.71,15,51.71,0,51.71,78,29
10/19/2012,43.95,5,48.95,0,48.95,78,29
10/20/2012,39.55,0,39.55,0,39.55,66,37
10/21/2012,39.56,0,39.56,0,39.56,80,46
10/22/2012,40.08,0,40.08,0,40.08,69,36
10/23/2012,40.01,0,40.01,0,40.01,69,35
10/24/2012,39.7,0,39.7,0,39.7,78,41
10/25/2012,39.77,0,39.77,0,39.77,53,29
10/26/2012,39.83,0,39.83,0,39.83,35,27
10/27/2012,39.85,0,39.85,0,39.85,40,26
10/28/2012,39.9,0,39.9,0,39.9,51,26
10/29/2012,39.87,0,39.87,0,39.87,60,30
10/30/2012,39.89,0,39.89,0,39.89,65,36
10/31/2012,44.18,0,44.18,0,44.18,68,37
11/1/2012,39.11,15,54.11,0,54.11,71,39
11/2/2012,38.65,15,53.65,0,53.65,70,40
11/3/2012,37.51,15,52.51,0,52.51,70,32
11/4/2012,36.1,15,51.1,0,51.1,60,32
11/5/2012,40.16,15,55.16,0,55.16,62,31
11/6/2012,38.58,15,53.58,0,53.58,66,32
11/7/2012,33.76,15,48.76,0,48.76,66,38
11/8/2012,36.34,15,51.34,0,51.34,73,38
11/9/2012,30.43,15,45.43,0,45.43,59,34
11/10/2012,36.59,15,51.59,0,51.59,60,34
11/11/2012,31.1,15,46.1,0,46.1,52,18
11/12/2012,33.79,15,48.79,0,48.79,34,15
11/13/2012,37.28,15,52.28,0,52.28,50,16
11/14/2012,39.11,15,54.11,0,54.11,52,26
11/15/2012,43.19,15,58.19,0,58.19,54,26
11/16/2012,38.97,15,53.97,0,53.97,46,26
11/17/2012,43.81,15,58.81,0,58.81,58,28
11/18/2012,40.81,15,55.81,0,55.81,62,32
11/19/2012,41.95,15,56.95,0,56.95,61,32
11/20/2012,43.71,15,58.71,0,58.71,54,30
11/21/2012,42.4,15,57.4,0,57.4,68,32
11/22/2012,41.07,15,56.07,0,56.07,68,36
11/23/2012,41.13,15,56.13,0,56.13,53,23
11/24/2012,45.39,15,60.39,0,60.39,52,28
11/25/2012,41.06,15,56.06,0,56.06,52,34
11/26/2012,39.9,16,55.9,0,55.9,63,28
11/27/2012,43.25,18,61.25,0,61.25,31,20
11/28/2012,41.09,15,56.09,0,56.09,58,27
11/29/2012,45.39,15,60.39,0,60.39,55,30
11/30/2012,42.19,15,57.19,0,57.19,64,31
12/1/2012,42.37,15,57.37,0,57.37,60,33
12/2/2012,41.39,15,56.39,0,56.39,65,35
12/3/2012,43.56,15,58.56,0,58.56,69,34
12/4/2012,44.16,15,59.16,0,59.16,55,24
12/5/2012,43.83,15,58.83,0,58.83,53,24
12/6/2012,40.47,15,55.47,0,55.47,65,42
12/7/2012,38.03,15,53.03,0,53.03,50,28
12/8/2012,39.82,15,54.82,0,54.82,54,22
12/9/2012,40.29,11,51.29,0,51.29,52,18
12/10/2012,35.68,12,47.68,0,47.68,28,6
12/11/2012,38.6,13,51.6,0,51.6,36,9
12/12/2012,35.99,15,50.99,0,50.99,41,16
12/13/2012,35.37,15,50.37,0,50.37,57,26
12/14/2012,38.18,15,53.18,0,53.18,56,29
12/15/2012,40.36,15,55.36,0,55.36,45,26
12/16/2012,34.94,15,49.94,0,49.94,46,20
12/17/2012,39.24,15,54.24,0,54.24,45,19
12/18/2012,37.92,15,52.92,0,52.92,51,19
12/19/2012,34.69,15,49.69,0,49.69,43,22
12/20/2012,35.6,12,47.6,0,47.6,23,4
12/21/2012,36.46,12,48.46,0,48.46,49,12
12/22/2012,40.72,12,52.72,0,52.72,50,23
12/23/2012,38.14,13,51.14,0,51.14,49,25
12/24/2012,33.67,15,48.67,0,48.67,52,22
12/25/2012,42.23,11,53.23,0,53.23,35,8
12/26/2012,33.69,13,46.69,0,46.69,19,3
12/27/2012,33.69,13,46.69,0,46.69,29,7
12/28/2012,37.48,13,50.48,0,50.48,31,9
12/29/2012,35.02,13,48.02,0,48.02,34,8
12/30/2012,37.27,14,51.27,0,51.27,35,10
12/31/2012,36.35,15,51.35,0,51.35,46,14
1/1/2013,36.36,14,50.36,0,50.36,24,8
1/2/2013,38.28,14,52.28,0,52.28,36,9
1/3/2013,35.36,15,50.36,0,50.36,33,8
1/4/2013,35.94,16,51.94,0,51.94,38,6
1/5/2013,39.17,15,54.17,0,54.17,46,12
1/6/2013,37.43,15,52.43,0,52.43,41,13
1/7/2013,34.73,15,49.73,0,49.73,47,15
1/8/2013,35.84,15,50.84,0,50.84,52,23
1/9/2013,39.49,15,54.49,0,54.49,53,22
1/10/2013,34.22,15,49.22,0,49.22,61,24
1/11/2013,36.45,15,51.45,0,51.45,50,31
1/12/2013,34.51,15,49.51,0,49.51,50,1
1/13/2013,35.21,15,50.21,0,50.21,15,-3
1/14/2013,31.39,15,46.39,0,46.39,14,-4
1/15/2013,30.98,15,45.98,0,45.98,14,-3
1/16/2013,27.13,15,42.13,0,42.13,30,2
1/17/2013,30.35,15,45.35,0,45.35,51,19
1/18/2013,29.32,15,44.32,0,44.32,51,19
1/19/2013,31.98,15,46.98,0,46.98,58,23
1/20/2013,26.47,15,41.47,0,41.47,61,21
1/21/2013,30.66,15,45.66,0,45.66,48,15
1/22/2013,29.75,15,44.75,0,44.75,53,16
1/23/2013,28.8,15,43.8,0,43.8,62,30
1/24/2013,30.57,15,45.57,0,45.57,57,31
1/25/2013,26.41,15,41.41,0,41.41,66,30
1/26/2013,32.94,15,47.94,0,47.94,58,28
1/27/2013,25.13,16,41.13,0,41.13,51,31
1/28/2013,72.02,15.49,87.51,0,87.51,57,32
1/29/2013,78.19,16.51,94.7,0,94.7,57,18
1/30/2013,79.61,16.54,96.15,0,96.15,56,8
1/31/2013,94.32,16.36,110.68,0,110.68,37,25
2/1/2013,121.99,15.63,137.62,0,137.62,48,21
2/2/2013,118.73,15.79,134.52,0,134.52,48,21
2/3/2013,124.67,15.03,139.7,0,139.7,57,22
2/4/2013,119.59,15.14,134.73,0,134.73,49,25
2/5/2013,121.58,15.2,136.78,0,136.78,50,25
2/6/2013,115.86,15.41,131.27,0,131.27,59,25
2/7/2013,106.16,13.18,119.34,0,119.34,54,27
2/8/2013,93.23,12.91,106.14,0,106.14,47,25
2/9/2013,81.82,13.72,95.54,0,95.54,49,24
2/10/2013,85.66,11.89,97.55,0,97.55,49,20
2/11/2013,87.53,9.62,97.15,0,97.15,34,16
2/12/2013,88.04,6.59,94.63,19,113.63,28,12
2/13/2013,78.89,12.37,91.26,19,110.26,40,13
2/14/2013,73.14,12.58,85.72,19,104.72,44,22
2/15/2013,78.21,10.87,89.08,19,108.08,38,13
2/16/2013,74.39,10.34,84.73,19,103.73,43,14
2/17/2013,76.04,9.7,85.74,19,104.74,54,25
2/18/2013,76.5,8.78,85.28,19,104.28,61,22
2/19/2013,66.5,13.15,79.65,19,98.65,38,13
2/20/2013,60.65,14.36,75.01,19,94.01,40,14
2/21/2013,66.5,9.09,75.59,19,94.59,33,15
2/22/2013,66.18,7.72,73.9,19,92.9,24,10
2/23/2013,61.8,13.09,74.89,19,93.89,34,12
2/24/2013,64.07,10.78,74.85,19,93.85,46,17
2/25/2013,68.69,7.32,76.01,19,95.01,42.5,16.5
2/26/2013,30.61,13.19,43.8,19,62.8,39,16
2/27/2013,0,7.42,7.42,19,26.42,32,13
2/28/2013,0,12.26,12.26,19,31.26,38,10
3/1/2013,0,9.95,9.95,19,28.95,42,10
3/2/2013,0,13.91,13.91,19,32.91,48,26
3/3/2013,0,13.54,13.54,19,32.54,56,30
3/4/2013,0,9.79,9.79,19,28.79,61,29
3/5/2013,0,11.71,11.71,19,30.71,32,8
3/6/2013,0,13.65,13.65,19,32.65,38,8
3/7/2013,0,14.82,14.82,19,33.82,58,21
3/8/2013,0,15.5,15.5,19,34.5,63,29
3/9/2013,0,10.61,10.61,19,29.61,45,29
3/10/2013,0,12.98,12.98,19,31.98,40,13
3/11/2013,0,15.2,15.2,19,34.2,42,14
3/12/2013,0,15.2,15.2,19,34.2,52,28
3/13/2013,0,15.2,15.2,19,34.2,36,23
3/14/2013,0,15.2,15.2,19,34.2,63,32
3/15/2013,0,15.2,15.2,19,34.2,69,37
3/16/2013,0,15.2,15.2,19,34.2,72,42
3/17/2013,0,15.2,15.2,19,34.2,51,37
3/18/2013,0,15.2,15.2,19,34.2,57,23
3/19/2013,0,15.2,15.2,19,34.2,49,25
3/20/2013,0,15.2,15.2,19,34.2,53,21
3/21/2013,0,15.2,15.2,19,34.2,53,24
3/22/2013,0,15.3,15.3,19,34.3,58,28
3/23/2013,0,11.75,11.75,19,30.75,52.5,15
3/24/2013,0,10.33,10.33,19,29.33,47,2
3/25/2013,0,12.45,12.45,19,31.45,25,5
3/26/2013,0,15.2,15.2,19,34.2,34,6
3/27/2013,0,15.2,15.2,19,34.2,52,19
3/28/2013,0,15.2,15.2,19,34.2,55,30
3/29/2013,0,15.2,15.2,19,34.2,62,35
3/30/2013,0,15.2,15.2,19,34.2,64,38
3/31/2013,0,15.2,15.2,19,34.2,64,33
4/1/2013,0,15.2,15.2,19,34.2,67,35
4/2/2013,0,15.2,15.2,19,34.2,51,35
4/3/2013,0,15.2,15.2,19,34.2,40,37
4/4/2013,0,15.2,15.2,19,34.2,59,34
4/5/2013,0,15.2,15.2,19,34.2,67,34
4/6/2013,0,15.2,15.2,19,34.2,69,45
4/7/2013,0,15.2,15.2,19,34.2,62,38
4/8/2013,0,15.2,15.2,19,34.2,62,38
4/9/2013,0,15.2,15.2,19,34.2,61,16
4/10/2013,0,15.2,15.2,19,34.2,22,6
4/11/2013,0,15.2,15.2,19,34.2,30,11
4/12/2013,0,15.2,15.2,19,34.2,55,15
4/13/2013,0,15.2,15.2,19,34.2,57,32
4/14/2013,0,15.2,15.2,19,34.2,66,35
4/15/2013,0,15.2,15.2,19,34.2,66,29
4/16/2013,0,15.2,15.2,19,34.2,34,24
4/17/2013,0,15.2,15.2,19,34.2,34,24
4/18/2013,0,15.2,15.2,19,34.2,36,15
4/19/2013,0,15.2,15.2,19,34.2,36,15
4/20/2013,0,15.2,15.2,19,34.2,52,16
4/21/2013,0,15.2,15.2,19,34.2,56,34
4/22/2013,0,15.2,15.2,19,34.2,62,35
4/23/2013,0,15.2,15.2,19,34.2,53,21
4/24/2013,0,15.2,15.2,19,34.2,30,19
4/25/2013,0,15.2,15.2,19,34.2,52,23
4/26/2013,0,15.2,15.2,19,34.2,62,33
4/27/2013,0,15.2,15.2,19,34.2,64,39
4/28/2013,0,15.2,15.2,19,34.2,71,41
4/29/2013,0,15.2,15.2,19,34.2,75,45
4/30/2013,0,15.2,15.2,19,34.2,77,47
5/1/2013,0,15.2,15.2,17,32.2,57,38
5/2/2013,0,15.2,15.2,17.74,32.94,44,21
5/3/2013,0,15.2,15.2,19,34.2,44,21
5/4/2013,0,15.2,15.2,19,34.2,59,29
5/5/2013,0,15.2,15.2,19,34.2,58,36
5/6/2013,0,15.2,15.2,19,34.2,55,41
5/7/2013,0,15.2,15.2,19,34.2,61,43
5/8/2013,0,15.2,15.2,19,34.2,66,41
5/9/2013,0,15.85,15.85,19,34.85,59,43
5/10/2013,0,15.2,15.2,19,34.2,53,38
5/11/2013,0,15.58,15.58,19,34.58,64,39
5/12/2013,14.65,15.58,30.23,19,49.23,66,46
5/13/2013,44.79,15.58,60.37,19,79.37,75,53
5/14/2013,45.34,15.51,60.85,19,79.85,82,53
5/15/2013,84.75,29.35,114.1,19,133.1,84,55
5/16/2013,141.9,30.15,172.05,19,191.05,78,49
5/17/2013,140.63,30.94,171.57,19,190.57,80,50
5/18/2013,134.92,29.58,164.5,19,183.5,85,51
5/19/2013,129.54,28.75,158.29,19,177.29,76,45
5/20/2013,28.31,28.93,57.24,19,76.24,67,44
5/21/2013,0.07,28.88,28.95,4.75,33.7,63,39
5/22/2013,0.19,28.77,28.96,0,28.96,69,42
5/23/2013,0.33,28.77,29.1,0,29.1,76,44
5/24/2013,0,29.14,29.14,0,29.14,70,48
5/25/2013,0,28.94,28.94,0,28.94,86,49
5/26/2013,0,29.31,29.31,0,29.31,87,53
5/27/2013,0,29.8,29.8,0,29.8,83,48
5/28/2013,0,29.87,29.87,0,29.87,82,48
5/29/2013,0,30,30,0,30,81,51
5/30/2013,0,30.15,30.15,0,30.15,63,43
5/31/2013,0,4.94,4.94,0,4.94,75,45
6/1/2013,0,0,0,0,0,69,42
6/2/2013,0,0,0,0,0,68,42
6/3/2013,0,0,0,0,0,84,49
6/4/2013,0,10.77,10.77,0,10.77,89,55
6/5/2013,0,25.14,25.14,0,25.14,71,46
6/6/2013,0,26.58,26.58,0,26.58,55,44
6/7/2013,0,26.58,26.58,0,26.58,76,49
6/8/2013,0,26.31,26.31,0,26.31,79,51
6/9/2013,0,26.05,26.05,0,26.05,75,50
6/10/2013,0,26.58,26.58,0,26.58,89,51
6/11/2013,0,26.58,26.58,0,26.58,96,51
6/12/2013,0,26.58,26.58,0,26.58,96,51
6/13/2013,0,26.58,26.58,0,26.58,91,57
6/14/2013,0,26.58,26.58,0,26.58,81,57
6/15/2013,0,26.58,26.58,0,26.58,89,58
6/16/2013,0,26.38,26.38,0,26.38,89,55
6/17/2013,0,26.58,26.58,0,26.58,81,50
6/18/2013,0,26.58,26.58,0,26.58,79,55
6/19/2013,0,26.58,26.58,0,26.58,83,52
6/20/2013,0,26.58,26.58,0,26.58,95,57
6/21/2013,0,26.58,26.58,0,26.58,88,57
6/22/2013,0,26.58,26.58,0,26.58,94,60
6/23/2013,0,26.58,26.58,0,26.58,94,52
6/24/2013,0,26.58,26.58,0,26.58,86,56
6/25/2013,0.04,26.54,26.58,0,26.58,86,56
6/26/2013,0,16.57,16.57,0,16.57,90,57
6/27/2013,0,14.26,14.26,0,14.26,95,62
6/28/2013,0,14.26,14.26,0,14.26,95,65
6/29/2013,0,14.26,14.26,0,14.26,89,62
6/30/2013,0,14.26,14.26,0,14.26,80,62
7/1/2013,0,14.26,14.26,0,14.26,75,55
7/2/2013,0,14.26,14.26,0,14.26,80,56
7/3/2013,0,14.26,14.26,0,14.26,81,55
7/4/2013,0,14.08,14.08,0,14.08,86,58
7/5/2013,0,14.26,14.26,0,14.26,90,60
7/6/2013,0,14.26,14.26,0,14.26,89,63
7/7/2013,0,14.26,14.26,0,14.26,88,61
7/8/2013,0,14.26,14.26,0,14.26,83,63
7/9/2013,0,14.26,14.26,0,14.26,93,61
7/10/2013,0,9.86,9.86,0,9.86,92,61
7/11/2013,0,9.64,9.64,0,9.64,87,60
7/12/2013,0,13.79,13.79,0,13.79,97,62
7/13/2013,0,11.89,11.89,0,11.89,92,63
7/14/2013,0,15.01,15.01,0,15.01,88,58
7/15/2013,38.22,15.32,53.54,0,53.54,78,63
7/16/2013,51.43,15.28,66.71,0,66.71,76,55
7/17/2013,0.74,14.89,15.63,0,15.63,82,57
7/18/2013,0,15.01,15.01,0,15.01,89,61
7/19/2013,0,15.01,15.01,0,15.01,91,62
7/20/2013,0,15.01,15.01,0,15.01,82,60
7/21/2013,0,15.01,15.01,0,15.01,91,63
7/22/2013,1.98,2.5,4.48,0,4.48,87,64
7/23/2013,0,0,0,0,0,90,63
7/24/2013,0,0,0,0,0,94,64
7/25/2013,0,0,0,0,0,79,57
7/26/2013,0,0,0,0,0,80,55
7/27/2013,0,0,0,0,0,84,55
7/28/2013,0,0,0,0,0,84,55
7/29/2013,14.84,0,14.84,0,14.84,69,57
7/30/2013,35.44,0,35.44,0,35.44,70,55
7/31/2013,38.92,0,38.92,0,38.92,87,58
8/1/2013,34.18,0,34.18,0,34.18,89,59
8/2/2013,36.23,0,36.23,0,36.23,90,58
8/3/2013,36.39,0,36.39,0,36.39,91,61
8/4/2013,36.45,0,36.45,0,36.45,89,57
8/5/2013,42.71,0,42.71,0,42.71,89,60
8/6/2013,37.86,0,37.86,0,37.86,86,61
8/7/2013,35.55,0,35.55,0,35.55,89,61
8/8/2013,35.53,0,35.53,0,35.53,76,57
8/9/2013,35.54,0,35.54,0,35.54,75,53
8/10/2013,35.52,0,35.52,0,35.52,79,51
8/11/2013,35.58,0,35.58,0,35.58,86,54
8/12/2013,35.57,0,35.57,0,35.57,82,55
8/13/2013,35.69,0,35.69,0,35.69,80,54
8/14/2013,35.66,0,35.66,0,35.66,77,55
8/15/2013,8.82,0,8.82,0,8.82,82,53
8/16/2013,0,0,0,0,0,85,55
8/17/2013,0,0,0,0,0,90,56
8/18/2013,0,0,0,0,0,94,56
8/19/2013,0,0,0,0,0,92,60
8/20/2013,0,0,0,0,0,94,60
8/21/2013,0,0,0,0,0,95,63
8/22/2013,0,0,0,0,0,95,62
8/23/2013,0,0,0,0,0,82,58
8/24/2013,0,0,0,0,0,88,57
8/25/2013,0,0,0,0,0,84,57
8/26/2013,0,0,0,0,0,86,61
8/27/2013,0,0,0,0,0,89,60
8/28/2013,0,0,0,0,0,90,59
8/29/2013,0,0,0,0,0,92,59
8/30/2013,0,0,0,0,0,92,59
8/31/2013,0,0,0,0,0,91,65
9/1/2013,0,0,0,0,0,87,64
9/2/2013,0,0,0,0,0,75,57
9/3/2013,0,0,0,0,0,88,57
9/4/2013,0,0,0,0,0,92,64
9/5/2013,0,0,0,0,0,91,62
9/6/2013,0,0,0,0,0,92,60
9/7/2013,0,0,0,0,0,94,58
9/8/2013,0,0,0,0,0,93,57
9/9/2013,0,0,0,0,0,88,56
9/10/2013,0,0,0,0,0,84,56
9/11/2013,0,0,0,0,0,66,59
9/12/2013,85.91,0,85.91,0,85.91,67,61
9/13/2013,5.51,0,5.51,0,5.51,67,59
9/14/2013,91.35,0,91.35,0,91.35,77,59
9/15/2013,101.02,0,101.02,0,101.02,76,59
9/16/2013,101.32,0,101.32,0,101.32,62,56
9/17/2013,186.28,0,186.28,0,186.28,74,51
9/18/2013,245.36,0,245.36,0,245.36,83,52
9/19/2013,263.26,0,263.26,0,263.26,85,54
9/20/2013,263.78,0,263.78,0,263.78,64,51
9/21/2013,263.9,0,263.9,0,263.9,72,51
9/22/2013,264.2,0,264.2,0,264.2,82,49
9/23/2013,264.48,0,264.48,0,264.48,79,50
9/24/2013,264.82,0,264.82,0,264.82,65,42
9/25/2013,264.8,0,264.8,0,264.8,76,43
9/26/2013,258.29,0,258.29,0,258.29,83,47
9/27/2013,148.75,0,148.75,0,148.75,67,45
9/28/2013,77.6,0,77.6,0,77.6,53,35
9/29/2013,63.2,0,63.2,0,63.2,67,35
9/30/2013,139.54,0,139.54,0,139.54,75,46
10/1/2013,77.75,0,77.75,0,77.75,79,45
10/2/2013,62.77,0,62.77,0,62.77,74,45
10/3/2013,62.85,0,62.85,0,62.85,75,41
10/4/2013,80.13,0,80.13,0,80.13,62,39
10/5/2013,82.75,0,82.75,0,82.75,41,28
10/6/2013,82.67,0,82.67,0,82.67,58,30
10/7/2013,82.72,0,82.72,0,82.72,67,33
10/8/2013,39.09,0,39.09,0,39.09,78,39
10/9/2013,31.03,0,31.03,0,31.03,76,42
10/10/2013,30.95,0,30.95,0,30.95,62,42
10/11/2013,4.36,0,4.36,0,4.36,59,43
10/12/2013,0,0,0,0,0,59,38
10/13/2013,0,0,0,0,0,58,36
10/14/2013,0,0,0,0,0,61,36
10/15/2013,0,0,0,0,0,57,34
10/16/2013,0,0,0,0,0,39,31
10/17/2013,0,0,0,0,0,53,30
10/18/2013,0,0,0,0,0,49,33
10/19/2013,0,0,0,0,0,44,29
10/20/2013,0,0,0,0,0,63,30
10/21/2013,0,0,0,0,0,49,33
10/22/2013,0,0,0,0,0,58,32
10/23/2013,0,0,0,0,0,63,34
10/24/2013,0,0,0,0,0,64,33
10/25/2013,0,0,0,0,0,56,33
10/26/2013,0,0,0,0,0,67,33
10/27/2013,0,0,0,0,0,63,36
10/28/2013,3.13,0,3.13,0,3.13,69,37
10/29/2013,0,0,0,0,0,42,35
10/30/2013,0,0,0,0,0,40,34
10/31/2013,0,0,0,0,0,52,30
11/1/2013,0,0,0,0,0,52,32
11/2/2013,0,0,0,0,0,51,27
11/3/2013,0,0,0,0,0,66,25
11/4/2013,0,0,0,0,0,67,31
11/5/2013,0,0,0,0,0,43,31
11/6/2013,0,0,0,0,0,43,21
11/7/2013,0,0,0,0,0,51,26
11/8/2013,48.79,0,48.79,0,48.79,58,29
11/9/2013,62.68,0,62.68,0,62.68,65,38
11/10/2013,62.94,0,62.94,0,62.94,64,31
11/11/2013,6.87,0,6.87,0,6.87,67,30
11/12/2013,0,0,0,0,0,67,30
11/13/2013,0,0,0,0,0,61,31
