Date ,Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (with Chatfield flow) (cfs),Marston WTP Outflow (cfs),Strontia Springs Outflow (cfs),"Marston Temperature, high (C)","Marston Temperature, low (C)"
5/24/2017,44.86,44.86,46.41,260,15.55555556,3.333333333
5/25/2017,44.86,44.86,46.41,260,26.66666667,6.666666667
5/26/2017,44.86,44.86,46.41,260,24.44444444,7.222222222
5/27/2017,44.86,44.86,46.41,278,22.22222222,8.333333333
5/28/2017,44.86,44.86,46.41,280,15,3.888888889
5/29/2017,44.86,44.86,46.41,281,20.55555556,6.111111111
5/30/2017,44.86,44.86,46.41,280,19.44444444,7.777777778
5/31/2017,44.86,44.86,46.41,290,26.11111111,11.11111111
6/1/2017,44.86,44.86,46.41,290,26.66666667,9.444444444
6/2/2017,44.86,44.86,46.41,292,25.55555556,10.55555556
6/3/2017,44.86,44.86,46.41,293,23.88888889,8.888888889
6/4/2017,44.86,44.86,46.41,293,23.33333333,8.888888889
6/5/2017,44.86,44.86,46.41,291,27.22222222,12.22222222
6/6/2017,44.86,44.86,45.77,289,25.55555556,10.55555556
6/7/2017,44.86,44.86,46.41,292,23.33333333,11.11111111
6/8/2017,44.86,44.86,46.41,292,27.22222222,11.11111111
6/9/2017,44.86,44.86,46.41,292,28.33333333,12.77777778
6/10/2017,44.86,44.86,46.41,152,32.22222222,17.22222222
6/11/2017,44.86,44.86,46.41,124,33.88888889,15.55555556
6/12/2017,6.19,6.19,46.41,81,25,12.22222222
6/13/2017,0,0,48.18,144,32.77777778,11.66666667
6/14/2017,0,0,61.88,160,26.66666667,9.444444444
6/15/2017,0,0,61.88,140,29.44444444,10
6/16/2017,57.24,57.24,61.88,144,30.55555556,12.22222222
6/17/2017,66.52,66.52,61.88,133,26.66666667,14.44444444
6/18/2017,66.52,66.52,61.88,322,32.22222222,12.22222222
6/19/2017,105.2,105.2,67.84,471,29.44444444,12.77777778
6/20/2017,112.93,112.93,91.53,485,28.88888889,15.55555556
6/21/2017,125.31,125.31,105.87,579,34.44444444,20
6/22/2017,102.1,102.1,97.82,624,35,18.33333333
6/23/2017,94.37,94.37,83.21,803,32.77777778,8.888888889
6/24/2017,95.91,95.91,77.35,824,15,9.444444444
6/25/2017,77.35,77.35,77.35,721,22.77777778,11.66666667
6/26/2017,77.35,77.35,77.35,548,21.66666667,13.33333333
6/27/2017,77.35,77.35,77.35,573,33.33333333,12.22222222
6/28/2017,95.91,95.91,77.35,540,33.33333333,12.22222222
6/29/2017,75.8,75.8,68.65,464,33.33333333,11.66666667
6/30/2017,46.41,46.41,46.41,617,27.22222222,11.11111111
7/1/2017,46.41,46.41,46.41,573,22.22222222,11.66666667
7/2/2017,46.41,46.41,46.41,250,30,13.88888889
7/3/2017,51.05,51.05,59.62,213,32.22222222,14.44444444
7/4/2017,46.41,46.41,61.88,213,32.22222222,13.88888889
7/5/2017,46.41,46.41,61.88,213,31.11111111,13.33333333
7/6/2017,46.41,46.41,73.48,213,35,16.66666667
7/7/2017,46.41,46.41,77.35,213,32.22222222,15.55555556
7/8/2017,46.41,46.41,77.35,211,32.77777778,14.44444444
7/9/2017,46.41,46.41,77.35,210,30.55555556,14.44444444
7/10/2017,46.41,46.41,77.35,210,33.88888889,14.44444444
7/11/2017,46.41,46.41,77.35,210,32.77777778,17.22222222
7/12/2017,46.41,46.41,77.35,210,32.77777778,18.88888889
7/13/2017,77.35,77.35,77.35,356,23.33333333,12.77777778
7/14/2017,46.41,46.41,77.35,410,28.88888889,13.33333333
7/15/2017,46.41,46.41,65.1,411,30,16.66666667
7/16/2017,46.41,46.41,46.41,411,27.22222222,12.77777778
7/17/2017,46.41,46.41,52.69,464,29.44444444,13.33333333
7/18/2017,46.41,46.41,61.88,415,33.33333333,16.66666667
7/19/2017,46.41,46.41,61.88,410,31.66666667,17.77777778
7/20/2017,46.41,46.41,61.88,413,36.11111111,16.11111111
7/21/2017,46.41,46.41,61.88,641,32.22222222,20
7/22/2017,46.41,46.41,61.88,643,32.77777778,16.11111111
7/23/2017,46.41,46.41,61.88,643,30,15.55555556
7/24/2017,46.41,46.41,61.88,485,31.66666667,18.33333333
7/25/2017,69.62,69.62,53.18,309,34.44444444,19.44444444
7/26/2017,71.16,71.16,46.41,261,29.44444444,16.66666667
7/27/2017,71.16,71.16,46.41,300,27.77777778,16.11111111
7/28/2017,71.16,71.16,46.41,465,28.33333333,16.66666667
7/29/2017,71.16,71.16,43.51,579,30,17.22222222
7/30/2017,71.16,71.16,30.94,668,23.33333333,16.11111111
7/31/2017,71.16,71.16,36.9,672,26.66666667,13.88888889
8/1/2017,71.16,71.16,46.41,465,27.77777778,12.77777778
8/2/2017,71.16,71.16,46.41,289,29.44444444,13.33333333
8/3/2017,71.16,71.16,46.41,247,28.88888889,12.77777778
8/4/2017,71.16,71.16,46.41,363,20,12.77777778
8/5/2017,71.16,71.16,46.41,374,31.11111111,13.33333333
8/6/2017,71.16,71.16,46.41,297,28.88888889,11.66666667
8/7/2017,51.05,51.05,33.36,296,23.33333333,15
8/8/2017,49.5,49.5,30.94,475,23.33333333,12.22222222
8/9/2017,49.5,49.5,30.94,429,20,11.11111111
8/10/2017,49.5,49.5,30.94,420,23.88888889,12.22222222
8/11/2017,49.5,49.5,30.94,544,23.88888889,13.33333333
8/12/2017,49.5,49.5,30.94,555,25,12.77777778
8/13/2017,49.5,49.5,30.94,430,29.44444444,12.22222222
8/14/2017,49.5,49.5,30.94,410,28.33333333,13.33333333
8/15/2017,49.5,49.5,30.94,406,31.11111111,12.22222222
8/16/2017,35.58,35.58,30.94,405,26.11111111,12.77777778
8/17/2017,34.03,34.03,30.94,406,23.33333333,13.33333333
8/18/2017,34.03,34.03,30.94,402,28.88888889,12.22222222
8/19/2017,34.03,34.03,30.94,222,30.55555556,15.55555556
8/20/2017,34.03,34.03,30.94,210,32.77777778,13.33333333
8/21/2017,34.03,34.03,30.94,210,30.55555556,15
8/22/2017,34.03,34.03,30.94,273,28.33333333,11.11111111
8/23/2017,34.03,34.03,30.94,305,26.66666667,11.66666667
8/24/2017,34.03,34.03,30.94,192,30,12.77777778
8/25/2017,34.03,34.03,30.94,180,28.88888889,12.77777778
8/26/2017,34.03,34.03,30.94,102,31.11111111,13.88888889
8/27/2017,34.03,34.03,30.94,98,31.66666667,14.44444444
8/28/2017,34.03,34.03,30.94,98,29.44444444,13.33333333
8/29/2017,34.03,34.03,30.94,98,29.44444444,13.33333333
8/30/2017,38.68,38.68,30.94,109,32.22222222,12.77777778
8/31/2017,41.77,41.77,30.94,107,30.55555556,13.33333333
9/1/2017,41.77,41.77,30.94,166,27.77777778,13.88888889
9/2/2017,34.03,34.03,30.94,111,28.33333333,12.22222222
9/3/2017,34.03,34.03,30.94,151,30.55555556,14.44444444
9/4/2017,34.03,34.03,30.94,158,34.44444444,12.22222222
9/5/2017,34.03,34.03,30.94,126,33.88888889,13.33333333
9/6/2017,34.03,34.03,30.94,174,19.44444444,7.777777778
9/7/2017,34.03,34.03,30.94,171,26.11111111,8.333333333
9/8/2017,34.03,34.03,30.94,114,27.22222222,11.11111111
9/9/2017,41.77,41.77,30.94,106,27.22222222,12.77777778
9/10/2017,35.58,35.58,30.94,101,31.11111111,12.77777778
9/11/2017,34.03,34.03,30.94,100,30.55555556,13.88888889
9/12/2017,34.03,34.03,30.94,100,30.55555556,12.77777778
9/13/2017,34.03,34.03,30.94,100,31.11111111,14.44444444
9/14/2017,34.03,34.03,30.94,100,30.55555556,12.22222222
9/15/2017,34.03,34.03,30.94,100,29.44444444,12.22222222
9/16/2017,34.03,34.03,30.94,68,27.77777778,10
9/17/2017,34.03,34.03,30.94,67,18.88888889,8.888888889
9/18/2017,34.03,34.03,30.94,67,21.11111111,8.333333333
9/19/2017,34.03,34.03,30.94,68,27.77777778,12.22222222
9/20/2017,34.03,34.03,30.94,69,29.44444444,3.888888889
9/21/2017,34.03,34.03,54.15,144,22.77777778,5
9/22/2017,34.03,34.03,61.88,202,23.33333333,6.666666667
9/23/2017,34.03,34.03,61.88,199,31.11111111,7.777777778
9/24/2017,34.03,34.03,41.9,196,11.66666667,7.777777778
9/25/2017,34.03,34.03,30.94,196,16.66666667,7.222222222
9/26/2017,0,0,30.94,196,10,5.555555556
9/27/2017,0,0,30.94,224,15,6.666666667
9/28/2017,0,0,30.94,170,11.66666667,8.333333333
9/29/2017,0,0,30.94,264,16.66666667,7.777777778
9/30/2017,0,0,30.94,162,16.66666667,6.111111111
10/1/2017,0,0,30.94,159,22.22222222,6.111111111
10/2/2017,0,0,30.94,161,23.33333333,5
10/3/2017,0,0,30.94,186,7.222222222,2.777777778
10/4/2017,0,0,30.94,194,15.55555556,4.444444444
10/5/2017,0,0,30.94,214,21.11111111,6.666666667
10/6/2017,0,0,30.94,217,17.77777778,8.888888889
10/7/2017,0,0,30.94,217,17.22222222,4.444444444
10/8/2017,0,0,30.94,218,25.55555556,5
10/9/2017,0,0,30.94,217,16.66666667,0
10/10/2017,0,0,30.94,242,2.222222222,-3.888888889
10/11/2017,0,0,30.94,241,13.33333333,-3.333333333
10/12/2017,0,0,30.94,255,20,2.777777778
10/13/2017,0,0,30.94,256,23.88888889,1.666666667
10/14/2017,0,0,30.94,255,16.66666667,2.222222222
10/15/2017,0,0,30.94,255,14.44444444,-1.666666667
10/16/2017,0,0,30.94,152,16.11111111,-1.666666667
10/17/2017,0,0,30.94,59,23.33333333,2.222222222
10/18/2017,0,0,30.94,43,23.88888889,1.666666667
10/19/2017,0,0,30.94,42,24.44444444,6.111111111
10/20/2017,0,0,30.94,42,22.77777778,6.111111111
10/21/2017,0,0,30.94,42,25.55555556,5.555555556
10/22/2017,0,0,30.94,42,11.11111111,0
10/23/2017,0,0,30.94,42,20,2.222222222
10/24/2017,0,0,30.94,41,10.55555556,-1.111111111
10/25/2017,0,0,30.94,43,16.66666667,0.555555556
10/26/2017,0,0,30.94,42,28.33333333,3.888888889
10/27/2017,0,0,30.94,66,11.11111111,-3.888888889
10/28/2017,0,0,30.94,66,5,-2.222222222
10/29/2017,0,0,30.94,66,13.33333333,-2.222222222
10/30/2017,0,0,30.94,66,21.66666667,-2.222222222
10/31/2017,0,0,30.94,65,0,-2.777777778
11/1/2017,0,0,30.94,49,15,-2.777777778
11/2/2017,0,0,30.94,44,21.11111111,1.111111111
11/3/2017,0,0,30.94,41,8.888888889,-0.555555556
11/4/2017,0,0,30.94,41,14.44444444,0
11/5/2017,0,0,30.94,41,20.55555556,-0.555555556
11/6/2017,0,0,30.94,41,10,0.555555556
11/7/2017,0,0,30.94,40,2.777777778,-3.888888889
11/8/2017,0,0,30.94,39,0,-3.333333333
11/9/2017,0,0,30.94,38,15.55555556,-2.222222222
11/10/2017,0,0,30.94,38,6.111111111,-4.444444444
11/11/2017,0,0,30.94,38,14.44444444,-1.666666667
11/12/2017,0,0,30.94,41,13.88888889,-2.777777778
11/13/2017,0,0,30.94,42,13.33333333,-1.666666667
11/14/2017,0,0,30.94,42,22.22222222,4.444444444
11/15/2017,0,0,30.94,41,18.88888889,-2.222222222
11/16/2017,0,0,30.94,42,19.44444444,-0.555555556
11/17/2017,0,0,30.94,41,23.33333333,10
11/18/2017,0,0,30.94,41,17.77777778,-1.666666667
11/19/2017,0,0,30.94,41,8.888888889,-2.222222222
11/20/2017,11.06,11.06,30.94,41,16.66666667,0
11/21/2017,12.06,12.06,30.94,41,19.44444444,7.777777778
11/22/2017,14.63,14.63,30.94,41,11.11111111,1.111111111
11/23/2017,14.63,14.63,30.94,40,16.11111111,2.777777778
11/24/2017,13.89,13.89,30.94,40,21.11111111,4.444444444
11/25/2017,13.89,13.89,30.94,41,20.55555556,0
11/26/2017,13.89,13.89,30.94,41,16.66666667,1.111111111
11/27/2017,14.07,14.07,30.94,41,22.22222222,5.555555556
11/28/2017,13.35,13.35,30.94,41,25,0.555555556
11/29/2017,13.35,13.35,30.94,41,7.777777778,-1.111111111
11/30/2017,13.35,13.35,30.94,42,10,-0.277777778
12/1/2017,13.35,13.35,30.94,40,12.22222222,0.555555556
12/2/2017,13.35,13.35,30.94,40,17.22222222,0
12/3/2017,13.87,13.87,30.94,39,18.33333333,2.777777778
12/4/2017,13.89,13.89,30.94,39,20.55555556,0.555555556
12/5/2017,13.89,13.89,30.94,40,5,-8.333333333
12/6/2017,13.89,13.89,30.94,40,10,-8.333333333
12/7/2017,13.51,13.51,30.94,39,2.777777778,-12.77777778
12/8/2017,14.27,14.27,30.94,39,7.222222222,-11.66666667
12/9/2017,14.44,14.44,30.94,40,12.77777778,-1.666666667
12/10/2017,11.37,11.37,30.94,42,16.11111111,-3.888888889
12/11/2017,9.86,9.86,30.94,42,15.55555556,-2.777777778
12/12/2017,13.12,13.12,30.94,42,13.88888889,-2.777777778
12/13/2017,14.26,14.26,30.94,41,19.44444444,0
12/14/2017,13,13,30.94,41,10.55555556,-2.777777778
12/15/2017,13.89,13.89,30.94,41,10.55555556,-5.555555556
12/16/2017,13.89,13.89,30.94,41,16.66666667,-2.222222222
12/17/2017,13.89,13.89,30.94,42,9.444444444,-1.666666667
12/18/2017,13.89,13.89,30.94,42,11.66666667,-2.5
12/19/2017,13.89,13.89,30.94,42,13.88888889,-3.333333333
12/20/2017,13.89,13.89,30.94,42,10,-1.666666667
12/21/2017,14.07,14.07,30.94,42,18.88888889,-5.555555556
12/22/2017,8.79,8.79,30.94,41,-5.555555556,-10.55555556
12/23/2017,12.09,12.09,30.94,41,6.666666667,-16.66666667
12/24/2017,6.64,6.64,30.94,42,7.222222222,-10
12/25/2017,13.59,13.59,30.94,42,-0.555555556,-10.55555556
12/26/2017,10.88,10.88,30.94,41,-3.333333333,-12.22222222
12/27/2017,13.8,13.8,30.94,41,-10,-13.88888889
12/28/2017,14.16,14.16,30.94,41,12.22222222,-10.55555556
12/29/2017,14.07,14.07,30.94,42,12.77777778,-1.666666667
12/30/2017,14.07,14.07,30.94,42,16.66666667,-8.888888889
12/31/2017,10.86,10.86,30.94,42,15.55555556,-8.888888889
1/1/2018,10.38,10.38,30.94,42,-2.777777778,-12.22222222
1/2/2018,9.12,9.12,30.94,42,0,-11.66666667
1/3/2018,8.64,8.64,30.94,38,6.666666667,-10
1/4/2018,11.22,11.22,30.94,35,11.66666667,-4.444444444
1/5/2018,12.43,12.43,30.94,35,10,-5.555555556
1/6/2018,13.82,13.82,30.94,35,15.55555556,-1.666666667
1/7/2018,13.89,13.89,30.94,35,10.55555556,-0.555555556
1/8/2018,13.89,13.89,30.94,35,10.55555556,-3.333333333
1/9/2018,13.89,13.89,30.94,35,11.11111111,-3.333333333
1/10/2018,13.89,13.89,30.94,35,18.33333333,-2.222222222
1/11/2018,11.88,11.88,30.94,35,12.77777778,-7.222222222
1/12/2018,11.26,11.26,30.94,37,5.555555556,-2.777777778
1/13/2018,9.77,9.77,30.94,36,8.333333333,-5
1/14/2018,10.48,10.48,30.94,36,9.444444444,-5.555555556
1/15/2018,11.54,11.54,30.94,36,15,-5.555555556
1/16/2018,12.02,12.02,30.94,36,-5.555555556,-16.11111111
1/17/2018,12.68,12.68,30.94,36,2.777777778,-8.333333333
1/18/2018,13.63,13.63,30.94,36,10.55555556,-6.111111111
1/19/2018,13.89,13.89,30.94,35,18.88888889,0
1/20/2018,13.89,13.89,30.94,35,18.88888889,3.888888889
1/21/2018,12.27,12.27,30.94,36,7.777777778,-5
1/22/2018,13.78,13.78,30.94,36,-1.111111111,-5
1/23/2018,10.18,10.18,30.94,36,5,-4.444444444
1/24/2018,5.33,5.33,30.94,36,5.555555556,-7.222222222
1/25/2018,6.05,6.05,30.94,36,11.11111111,-2.777777778
1/26/2018,5.95,5.95,30.94,35,13.88888889,-1.666666667
1/27/2018,11.3,11.3,30.94,35,3.333333333,-8.333333333
1/28/2018,14.26,14.26,30.94,35,6.111111111,-5.555555556
1/29/2018,14.17,14.17,30.94,37,10.83333333,-2.5
1/30/2018,14.26,14.26,1.28,40,15.55555556,0.555555556
1/31/2018,14.26,14.26,0,39,16.66666667,-1.666666667
2/1/2018,14.26,14.26,0,36,6.666666667,-3.888888889
2/2/2018,14.26,14.26,0,35,1.111111111,-6.111111111
2/3/2018,14.26,14.26,0,36,11.11111111,0.555555556
2/4/2018,14.26,14.26,0,36,13.33333333,-8.333333333
2/5/2018,13.35,13.35,0,36,11.11111111,-10.55555556
2/6/2018,14.82,14.82,0,37,10.55555556,-5
2/7/2018,14.82,14.82,0,37,9.444444444,-5.555555556
2/8/2018,14.44,14.44,0,34,13.33333333,-4.444444444
2/9/2018,14.44,14.44,0,35,9.166666667,-7.5
2/10/2018,7.29,7.29,0,35,5,-10.55555556
2/11/2018,8.86,8.86,0,35,-3.888888889,-14.44444444
2/12/2018,11.46,11.46,0,35,6.666666667,-7.777777778
2/13/2018,14.24,14.24,0,35,-6.111111111,-8.333333333
2/14/2018,14.26,14.26,0,35,13.88888889,-6.111111111
2/15/2018,14.26,14.26,0,36,17.77777778,2.222222222
2/16/2018,14.26,14.26,0,36,8.333333333,-8.888888889
2/17/2018,14.26,14.26,0,35,6.111111111,-8.333333333
2/18/2018,14.26,14.26,0,35,14.44444444,-1.666666667
2/19/2018,8.54,8.54,0,36,18.88888889,-11.11111111
2/20/2018,11.17,11.17,0,36,-8.888888889,-17.77777778
2/21/2018,9.59,9.59,0,36,-7.777777778,-16.11111111
2/22/2018,13.33,13.33,0,35,-3.888888889,-16.66666667
2/23/2018,14.26,14.26,0,35,-1.666666667,-10.55555556
2/24/2018,12.33,12.33,0,35,-0.555555556,-7.777777778
2/25/2018,12.26,12.26,0,36,2.222222222,-8.888888889
2/26/2018,14.26,14.26,0,36,4.444444444,-8.333333333
2/27/2018,14.26,14.26,0,36,8.888888889,-7.777777778
2/28/2018,14.26,14.26,0,36,11.11111111,-5.555555556
3/1/2018,14.26,14.26,0,34,8.888888889,-5
3/2/2018,14.26,14.26,0,34,12.77777778,-4.444444444
3/3/2018,14.26,14.26,0,34,19.44444444,3.333333333
3/4/2018,14.26,14.26,0,34,19.44444444,4.444444444
3/5/2018,14.26,14.26,0,34,17.22222222,-2.777777778
3/6/2018,12.48,12.48,0,34,6.666666667,-5
3/7/2018,3.64,3.64,0,34,8.333333333,-7.777777778
3/8/2018,0,0,0,36,9.444444444,-3.611111111
3/9/2018,0,0,0,37,10.55555556,0.555555556
3/10/2018,0,0,0,36,17.77777778,0
3/11/2018,0,0,0,36,11.66666667,-6.111111111
3/12/2018,0,0,0,35,9.444444444,-4.444444444
3/13/2018,0,0,0,36,12.22222222,-4.444444444
3/14/2018,0,0,0,36,14.44444444,-2.777777778
3/15/2018,0,0,0,36,19.44444444,0.555555556
3/16/2018,0,0,0,35,18.88888889,0
3/17/2018,0,0,0,35,18.33333333,-0.555555556
3/18/2018,0,0,0,36,17.22222222,-1.111111111
3/19/2018,0,0,0,36,11.11111111,-2.777777778
3/20/2018,0,0,0,36,6.111111111,-4.444444444
3/21/2018,0,0,0,36,9.444444444,-3.888888889
3/22/2018,0,0,0,35,15.55555556,0.555555556
3/23/2018,0,0,0,35,18.61111111,0.555555556
3/24/2018,0,0,0,34,21.66666667,0.555555556
3/25/2018,0,0,0,35,18.33333333,2.777777778
3/26/2018,0,0,0,35,17.77777778,2.777777778
3/27/2018,0,0,0,37,10.55555556,-1.111111111
3/28/2018,0,0,0,49,8.888888889,-2.222222222
3/29/2018,0,0,0,51,8.333333333,-2.777777778
3/30/2018,0,0,0,40,12.22222222,-2.777777778
3/31/2018,0,0,0,36,16.11111111,-2.777777778
4/1/2018,0,0,0,34,13.88888889,-2.777777778
4/2/2018,0,0,0,36,10.55555556,-1.666666667
4/3/2018,0,0,0,36,21.66666667,-0.555555556
4/4/2018,0,0,0,37,10,-2.222222222
4/5/2018,0,0,0,37,16.11111111,-1.666666667
4/6/2018,0,0,0,38,12.77777778,-5
4/7/2018,0,0,0,37,18.88888889,-4.444444444
4/8/2018,0,0,0,38,12.77777778,-2.222222222
4/9/2018,0,0,0,39,15,1.111111111
4/10/2018,0,0,0,39,18.88888889,1.111111111
4/11/2018,15.18,15.18,0,54,20,1.111111111
4/12/2018,13.35,13.35,0,37,25,7.777777778
4/13/2018,13.35,13.35,0,37,8.333333333,0.555555556
4/14/2018,13.35,13.35,0,36,23.88888889,-0.555555556
4/15/2018,13.35,13.35,0,37,1.666666667,-1.111111111
4/16/2018,10.87,10.87,0,59,16.11111111,-1.111111111
4/17/2018,49.78,49.78,17.54,107,22.22222222,3.888888889
4/18/2018,74.45,74.45,30.94,102,15,1.111111111
4/19/2018,74.05,74.05,30.94,96,20.55555556,1.111111111
4/20/2018,73.95,73.95,30.94,94,18.88888889,1.111111111
4/21/2018,72.34,72.34,30.94,94,12.77777778,0
4/22/2018,72.01,72.01,30.94,94,3.888888889,0
4/23/2018,72.82,72.82,30.94,94,18.88888889,-1.666666667
4/24/2018,74.14,74.14,30.94,94,21.11111111,0
4/25/2018,74.15,74.15,30.94,92,2.777777778,-1.666666667
4/26/2018,72.82,72.82,30.94,92,13.88888889,-1.666666667
4/27/2018,71.78,71.78,53.91,92,21.66666667,1.666666667
4/28/2018,71.81,71.81,61.88,92,21.66666667,2.222222222
4/29/2018,71.48,71.48,61.88,92,24.44444444,-1.666666667
4/30/2018,64.27,64.27,61.88,94,26.11111111,8.888888889
5/1/2018,60.94,60.94,60.6,94,21.66666667,8.888888889
5/2/2018,60.97,60.97,61.88,95,17.77777778,6.666666667
5/3/2018,61.03,61.03,61.88,96,11.11111111,2.777777778
5/4/2018,85.84,85.84,61.88,125,10,3.333333333
5/5/2018,92.02,92.02,49.28,126,19.44444444,6.666666667
5/6/2018,92.05,92.05,46.41,126,13.33333333,8.333333333
5/7/2018,63.95,63.95,46.41,98,24.44444444,8.333333333
5/8/2018,61.59,61.59,46.41,99,26.66666667,10
5/9/2018,61.61,61.61,45.61,99,25,8.888888889
5/10/2018,61.61,61.61,30.94,98,23.88888889,8.888888889
5/11/2018,61.61,61.61,30.94,98,30,8.888888889
5/12/2018,61.64,61.64,30.94,98,22.77777778,10
5/13/2018,61.69,61.69,30.94,98,22.77777778,10
5/14/2018,61.69,61.69,30.94,100,13.33333333,9.444444444
5/15/2018,61.69,61.69,30.94,146,17.77777778,6.666666667
5/16/2018,59,59,30.94,128,25,7.222222222
5/17/2018,0.67,0.67,30.94,69,26.66666667,10.55555556
5/18/2018,52.66,52.66,30.94,121,28.88888889,10.55555556
5/19/2018,60.9,60.9,30.94,124,18.88888889,8.888888889
5/20/2018,60.93,60.93,30.94,124,11.11111111,5.555555556
5/21/2018,61.1,61.1,30.94,232,28.88888889,5.555555556
5/22/2018,61.12,61.12,30.94,225,23.88888889,7.777777778
5/23/2018,61.3,61.3,30.94,228,25.55555556,8.333333333
5/24/2018,6.04,6.04,30.94,181,27.77777778,9.444444444
5/25/2018,0.56,0.56,30.94,171,27.77777778,12.22222222
5/26/2018,0.54,0.54,30.94,172,31.11111111,12.77777778
5/27/2018,0,0,30.94,168,30.55555556,14.44444444
5/28/2018,0.48,0.48,30.94,189,26.66666667,13.33333333
5/29/2018,127.25,127.25,30.94,386,20,10
5/30/2018,82.96,82.96,30.94,328,22.77777778,10
5/31/2018,37.26,37.26,45.29,249,27.77777778,8.333333333
6/1/2018,29.67,29.67,60.6,211,31.66666667,9.444444444
6/2/2018,29.66,29.66,61.88,200,31.11111111,8.888888889
6/3/2018,29.65,29.65,61.88,195,25.55555556,9.444444444
6/4/2018,60.37,60.37,74.96,105,22.77777778,10.55555556
6/5/2018,64.54,64.54,92.82,130,30.55555556,15.55555556
6/6/2018,64.53,64.53,92.82,130,33.33333333,16.11111111
6/7/2018,64.53,64.53,92.82,134,33.33333333,12.77777778
6/8/2018,64.53,64.53,119.25,133,33.33333333,12.77777778
6/9/2018,64.51,64.51,123.76,133,33.88888889,12.22222222
6/10/2018,64.49,64.49,123.76,133,33.33333333,14.44444444
6/11/2018,64.52,64.52,123.76,133,34.44444444,12.22222222
6/12/2018,64.52,64.52,123.76,133,27.22222222,12.22222222
6/13/2018,64.51,64.51,123.76,133,28.88888889,14.44444444
6/14/2018,64.51,64.51,123.76,132,31.66666667,17.22222222
6/15/2018,64.47,64.47,102.07,133,33.33333333,15
6/16/2018,64.51,64.51,79.74,130,32.77777778,16.66666667
6/17/2018,64.51,64.51,61.88,130,28.33333333,15
6/18/2018,64.53,64.53,61.88,130,28.33333333,13.33333333
6/19/2018,64.54,64.54,61.88,130,24.44444444,13.33333333
6/20/2018,34,34,61.88,106,24.44444444,10
6/21/2018,101.65,101.65,61.88,191,24.44444444,10.55555556
6/22/2018,101.51,101.51,61.88,172,26.38888889,11.66666667
6/23/2018,99.31,99.31,61.88,171,28.33333333,12.77777778
6/24/2018,99.34,99.34,61.88,171,29.44444444,12.22222222
6/25/2018,99.37,99.37,61.88,171,20,9.444444444
6/26/2018,99.37,99.37,86.76,169,27.77777778,12.22222222
6/27/2018,99.39,99.39,119.29,173,35,8.333333333
6/28/2018,99.35,99.35,123.76,169,36.66666667,8.333333333
6/29/2018,99.36,99.36,105.58,173,37.77777778,17.77777778
6/30/2018,99.37,99.37,92.82,174,34.44444444,16.11111111
7/1/2018,99.38,99.38,92.82,174,22.77777778,11.66666667
7/2/2018,98.34,98.34,92.82,174,31.11111111,15
7/3/2018,99.36,99.36,92.82,174,33.33333333,13.88888889
7/4/2018,99.39,99.39,92.82,174,33.61111111,14.16666667
7/5/2018,99.41,99.41,92.82,175,33.88888889,14.44444444
7/6/2018,132.66,132.66,121.53,214,28.33333333,12.77777778
7/7/2018,139.57,139.57,130.11,218,31.11111111,17.22222222
7/8/2018,139.62,139.62,123.76,219,35,17.22222222
7/9/2018,139.6,139.6,202.23,219,34.44444444,16.11111111
7/10/2018,263.08,263.08,296.32,367,33.88888889,17.77777778
7/11/2018,280.94,280.94,309.4,373,35.55555556,16.11111111
7/12/2018,198.03,198.03,172.8,277,33.88888889,20
7/13/2018,134.85,134.85,122.79,214,30,14.44444444
7/14/2018,137.49,137.49,123.76,213,30.55555556,18.88888889
7/15/2018,137.48,137.48,74.96,213,33.88888889,20.55555556
7/16/2018,81.06,81.06,54.38,154,25.55555556,13.33333333
7/17/2018,76.72,76.72,33.49,149,30,17.22222222
7/18/2018,106.81,106.81,95.69,182,29.44444444,17.22222222
7/19/2018,107.85,107.85,96.01,182,33.88888889,17.22222222
7/20/2018,135.2,135.2,92.82,214,36.11111111,16.66666667
7/21/2018,137.82,137.82,121.83,215,34.44444444,15.55555556
7/22/2018,137.76,137.76,123.44,211,32.77777778,19.44444444
7/23/2018,116.13,116.13,72.72,194,36.11111111,15.55555556
7/24/2018,106.71,106.71,61.88,186,25.55555556,16.11111111
7/25/2018,151,151,61.88,229,31.11111111,13.33333333
7/26/2018,157.42,157.42,47.05,231,26.66666667,15
7/27/2018,130.89,130.89,46.41,203,26.66666667,15
7/28/2018,115.16,115.16,46.41,188,28.88888889,15
7/29/2018,115.16,115.16,46.41,192,25,14.44444444
7/30/2018,115.13,115.13,46.41,190,25,13.88888889
7/31/2018,115.14,115.14,74.96,190,23.88888889,12.22222222
8/1/2018,115.13,115.13,77.35,190,28.33333333,10.55555556
8/2/2018,115.12,115.12,77.51,190,24.44444444,13.88888889
8/3/2018,115.12,115.12,92.82,190,31.66666667,18.33333333
8/4/2018,115.12,115.12,77.51,190,26.66666667,15.55555556
8/5/2018,115.08,115.08,77.35,190,32.77777778,17.22222222
8/6/2018,115.06,115.06,77.35,190,27.77777778,14.44444444
8/7/2018,115.05,115.05,77.35,190,26.11111111,13.88888889
8/8/2018,115.03,115.03,77.35,190,27.22222222,14.44444444
8/9/2018,115.03,115.03,79.9,190,30,13.88888889
8/10/2018,114.99,114.99,108.29,190,30,15
