Date,"Adjusted TOC, SP Below Chatfield","Adjusted TP, SP Below Chatfield","Adjusted turbidity, SP Below Chatfield"
2/5/2021,3.28640669828114,0.017518214853843535,1.7320358768345754
2/6/2021,3.2822704515346053,0.01739761889254644,1.7707263776142161
2/7/2021,3.2778390362613425,0.017276963061346146,1.8116894910222556
2/8/2021,3.2731124524613517,0.01715624736024266,1.8549252170586943
2/9/2021,3.2680907001346338,0.017035471789235986,1.9004335557235317
2/10/2021,3.2627737792811864,0.016914636348326115,1.9482145070167678
2/11/2021,3.2571616899010127,0.016793741037513056,1.9982680709384029
2/12/2021,3.25125443199411,0.016672785856796803,2.0505942474884367
2/13/2021,3.2450520055604795,0.01655177080617735,2.105193036666869
2/14/2021,3.2385544106001216,0.01643069588565471,2.1620644384737004
2/15/2021,3.2317616471130353,0.016309561095228877,2.2212084529089307
2/16/2021,3.2251549892676534,0.016190369558933364,2.280646258641009
2/17/2021,3.2192157112324056,0.016075124400801673,2.3383990343383827
2/18/2021,3.213943813007295,0.015963825620833816,2.394466780001054
2/19/2021,3.2093392945923176,0.015856473219029783,2.4488494956290205
2/20/2021,3.2054021559874766,0.01575306719538958,2.5015471812222843
2/21/2021,3.2021323971927713,0.0156536075499132,2.552559836780845
2/22/2021,3.1995300182082005,0.015558094282600653,2.6018874623047012
2/23/2021,3.197595019033766,0.015466527393451932,2.6495300577938545
2/24/2021,3.1963273996694666,0.015378906882467042,2.695487623248304
2/25/2021,3.195727160115302,0.015295232749645978,2.7397601586680507
2/26/2021,3.1957943003712734,0.015215504994988738,2.782347664053093
2/27/2021,3.1965288204373805,0.015139723618495332,2.823250139403432
2/28/2021,3.1979307203136225,0.015067888620165752,2.862467584719068
3/1/2021,3.2,0.015,2.9
